Data_year,Type_habitat,loyer_median,loyer_moyen,loyer_mensuel_median,surface_moyenne,nombre_observations,Ville
2024.0,,"26,6","25,5",1100.0,50.0,3686.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"30,2","29,5",754.0,26.0,993.0,Paris
2024.0,,"26,5","26,1",1086.0,43.0,1327.0,Paris
2024.0,,"24,2","24,1",1519.0,65.0,799.0,Paris
2024.0,,"24,1","23,9",2253.0,102.0,544.0,Paris
2024.0,,"30,2","29,5",754.0,26.0,993.0,Paris
2024.0,,"26,5","26,1",1086.0,43.0,1330.0,Paris
2024.0,,"24,2","24,1",1519.0,65.0,803.0,Paris
2024.0,,"24,2",24,2266.0,103.0,560.0,Paris
2024.0,,,,,,,Paris
2024.0,,"30,2","29,5",754.0,26.0,993.0,Paris
2024.0,,"26,5","26,1",1086.0,43.0,1327.0,Paris
2024.0,,"24,2","24,1",1519.0,65.0,799.0,Paris
2024.0,,"24,1","23,9",2253.0,102.0,544.0,Paris
2024.0,,"30,2","29,5",754.0,26.0,993.0,Paris
2024.0,,"26,5","26,1",1086.0,43.0,1330.0,Paris
2024.0,,"24,2","24,1",1519.0,65.0,803.0,Paris
2024.0,,"24,2",24,2266.0,103.0,560.0,Paris
2024.0,,"27,5","27,2",1048.0,45.0,445.0,Paris
2024.0,,"31,9","31,4",764.0,24.0,125.0,Paris
2024.0,,"26,7","26,7",1090.0,40.0,161.0,Paris
2024.0,,25,"25,3",1500.0,62.0,92.0,Paris
2024.0,,"25,9","26,6",2400.0,104.0,67.0,Paris
2024.0,,"26,2","25,2",1118.0,51.0,3241.0,Paris
2024.0,,"27,5","27,2",1048.0,45.0,445.0,Paris
2024.0,,"31,9","31,4",764.0,24.0,125.0,Paris
2024.0,,"26,7","26,7",1090.0,40.0,161.0,Paris
2024.0,,25,"25,3",1500.0,62.0,92.0,Paris
2024.0,,"25,9","26,6",2400.0,104.0,67.0,Paris
2024.0,,"26,2","25,2",1118.0,51.0,3241.0,Paris
2024.0,,"27,5","26,3",1057.0,50.0,1992.0,Paris
2024.0,,"32,4","31,8",716.0,23.0,433.0,Paris
2024.0,,"26,7","26,9",1024.0,40.0,771.0,Paris
2024.0,,"25,2",25,1530.0,63.0,460.0,Paris
2024.0,,"24,9","24,7",2559.0,111.0,328.0,Paris
2024.0,,26,"24,9",1099.0,48.0,698.0,Paris
2024.0,,"28,4","28,2",771.0,27.0,231.0,Paris
2024.0,,"26,1","25,6",1150.0,45.0,249.0,Paris
2024.0,,"23,4","23,6",1486.0,66.0,134.0,Paris
2024.0,,"23,1","22,6",2225.0,95.0,84.0,Paris
2024.0,,"25,5","24,6",1125.0,50.0,717.0,Paris
2024.0,,"28,8","27,8",773.0,28.0,254.0,Paris
2024.0,,"25,2","24,7",1155.0,47.0,215.0,Paris
2024.0,,"23,2","22,9",1483.0,68.0,146.0,Paris
2024.0,,"23,5","23,7",2095.0,92.0,102.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"27,5","26,3",1057.0,50.0,1992.0,Paris
2024.0,,"32,4","31,8",716.0,23.0,433.0,Paris
2024.0,,"26,7","26,9",1024.0,40.0,771.0,Paris
2024.0,,"25,2",25,1530.0,63.0,460.0,Paris
2024.0,,"24,9","24,7",2559.0,111.0,328.0,Paris
2024.0,,26,"24,9",1099.0,48.0,698.0,Paris
2024.0,,"28,4","28,2",771.0,27.0,231.0,Paris
2024.0,,"26,1","25,6",1150.0,45.0,249.0,Paris
2024.0,,"23,4","23,6",1486.0,66.0,134.0,Paris
2024.0,,"23,1","22,6",2225.0,95.0,84.0,Paris
2024.0,,"25,5","24,6",1125.0,50.0,717.0,Paris
2024.0,,"28,8","27,8",773.0,28.0,254.0,Paris
2024.0,,"25,2","24,7",1155.0,47.0,215.0,Paris
2024.0,,"23,2","22,9",1483.0,68.0,146.0,Paris
2024.0,,"23,5","23,7",2095.0,92.0,102.0,Paris
2024.0,,"25,3","24,3",1292.0,56.0,279.0,Paris
2024.0,,"28,6","27,5",810.0,29.0,75.0,Paris
2024.0,,"25,5",25,1244.0,49.0,95.0,Paris
2024.0,,"24,2","23,7",1615.0,69.0,63.0,Paris
2024.0,,,,,,46.0,Paris
2024.0,Maison,,,,,,Paris
2024.0,Appartement,"26,6","25,5",1099.0,50.0,3663.0,Paris
2024.0,Appartement,"30,2","29,5",754.0,26.0,993.0,Paris
2024.0,Appartement,"26,5","26,1",1086.0,43.0,1327.0,Paris
2024.0,Appartement,"24,2","24,1",1519.0,65.0,799.0,Paris
2024.0,Appartement,"24,1","23,9",2253.0,102.0,544.0,Paris
2024.0,Appartement,"30,2","29,5",754.0,26.0,993.0,Paris
2024.0,Appartement,"26,5","26,1",1086.0,43.0,1327.0,Paris
2024.0,Appartement,"24,2","24,1",1519.0,65.0,799.0,Paris
2024.0,Appartement,"24,1","23,9",2253.0,102.0,544.0,Paris
2024.0,Appartement,"27,5","27,2",1048.0,45.0,443.0,Paris
2024.0,Appartement,"31,9","31,4",764.0,24.0,125.0,Paris
2024.0,Appartement,"26,7","26,7",1090.0,40.0,161.0,Paris
2024.0,Appartement,25,"25,3",1500.0,62.0,92.0,Paris
2024.0,Appartement,"25,9","26,5",2400.0,102.0,65.0,Paris
2024.0,Appartement,"27,5","27,2",1048.0,45.0,443.0,Paris
2024.0,Appartement,"31,9","31,4",764.0,24.0,125.0,Paris
2024.0,Appartement,"26,7","26,7",1090.0,40.0,161.0,Paris
2024.0,Appartement,25,"25,3",1500.0,62.0,92.0,Paris
2024.0,Appartement,"25,9","26,5",2400.0,102.0,65.0,Paris
2024.0,Appartement,"27,5","26,3",1055.0,49.0,1975.0,Paris
2024.0,Appartement,"25,9","24,9",1099.0,48.0,697.0,Paris
2024.0,Appartement,"25,5","24,6",1125.0,50.0,716.0,Paris
2024.0,Appartement,,,,,,Paris
2024.0,Appartement,,,,,,Paris
2024.0,Appartement,"27,5","26,3",1055.0,49.0,1975.0,Paris
2024.0,Appartement,"32,4","31,8",716.0,23.0,433.0,Paris
2024.0,Appartement,"26,7","26,9",1024.0,40.0,768.0,Paris
2024.0,Appartement,"25,2",25,1530.0,63.0,458.0,Paris
2024.0,Appartement,"24,7","24,5",2530.0,111.0,316.0,Paris
2024.0,Appartement,"25,9","24,9",1099.0,48.0,697.0,Paris
2024.0,Appartement,"28,4","28,2",771.0,27.0,231.0,Paris
2024.0,Appartement,"26,1","25,6",1150.0,45.0,249.0,Paris
2024.0,Appartement,"23,4","23,5",1486.0,66.0,133.0,Paris
2024.0,Appartement,"23,1","22,6",2225.0,95.0,84.0,Paris
2024.0,Appartement,"25,5","24,6",1125.0,50.0,716.0,Paris
2024.0,Appartement,"28,8","27,8",773.0,28.0,254.0,Paris
2024.0,Appartement,"25,2","24,7",1155.0,47.0,215.0,Paris
2024.0,Appartement,"23,2","22,9",1483.0,68.0,146.0,Paris
2024.0,Appartement,"23,5","23,8",2095.0,92.0,101.0,Paris
2024.0,Appartement,"25,3","24,3",1292.0,55.0,275.0,Paris
2024.0,Appartement,"28,6","27,5",810.0,29.0,75.0,Paris
2024.0,Appartement,"25,5",25,1244.0,49.0,95.0,Paris
2024.0,Appartement,"24,2","23,7",1615.0,69.0,62.0,Paris
2024.0,Appartement,,,,,43.0,Paris
2024.0,Appartement,"32,4","31,8",716.0,23.0,433.0,Paris
2024.0,Appartement,"26,7","26,9",1024.0,40.0,768.0,Paris
2024.0,Appartement,"25,2",25,1530.0,63.0,458.0,Paris
2024.0,Appartement,"24,7","24,5",2530.0,111.0,316.0,Paris
2024.0,Appartement,"28,4","28,2",771.0,27.0,231.0,Paris
2024.0,Appartement,"26,1","25,6",1150.0,45.0,249.0,Paris
2024.0,Appartement,"23,4","23,5",1486.0,66.0,133.0,Paris
2024.0,Appartement,"23,1","22,6",2225.0,95.0,84.0,Paris
2024.0,Appartement,"28,8","27,8",773.0,28.0,254.0,Paris
2024.0,Appartement,"25,2","24,7",1155.0,47.0,215.0,Paris
2024.0,Appartement,"23,2","22,9",1483.0,68.0,146.0,Paris
2024.0,Appartement,"23,5","23,8",2095.0,92.0,101.0,Paris
2024.0,Appartement,,,,,,Paris
2024.0,Appartement,,,,,,Paris
2024.0,Appartement,,,,,,Paris
2024.0,Appartement,,,,,,Paris
2024.0,Appartement,,,,,,Paris
2024.0,Appartement,,,,,,Paris
2024.0,Appartement,,,,,,Paris
2024.0,Appartement,,,,,,Paris
2024.0,,"31,8",,,,1820.0,Paris
2024.0,,"34,9",,,,278.0,Paris
2024.0,,"31,1",,,,405.0,Paris
2024.0,,"29,5",,,,276.0,Paris
2024.0,,31,,,,497.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"27,8",,,,53.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"34,9",,,,278.0,Paris
2024.0,,"31,1",,,,405.0,Paris
2024.0,,"29,5",,,,276.0,Paris
2024.0,,31,,,,497.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"27,8",,,,53.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,31,,,,2334.0,Paris
2024.0,,"35,7",,,,485.0,Paris
2024.0,,"31,4",,,,543.0,Paris
2024.0,,"29,6",,,,398.0,Paris
2024.0,,"27,7",,,,556.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"35,7",,,,485.0,Paris
2024.0,,"31,4",,,,543.0,Paris
2024.0,,"29,6",,,,398.0,Paris
2024.0,,"27,7",,,,556.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"28,4",,,,2418.0,Paris
2024.0,,31,,,,308.0,Paris
2024.0,,"28,7",,,,419.0,Paris
2024.0,,"26,7",,,,334.0,Paris
2024.0,,"26,4",,,,721.0,Paris
2024.0,,"31,1",,,,127.0,Paris
2024.0,,"29,3",,,,129.0,Paris
2024.0,,"28,7",,,,84.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,31,,,,308.0,Paris
2024.0,,"28,7",,,,419.0,Paris
2024.0,,"26,7",,,,334.0,Paris
2024.0,,"26,4",,,,721.0,Paris
2024.0,,"31,1",,,,127.0,Paris
2024.0,,"29,3",,,,129.0,Paris
2024.0,,"28,7",,,,84.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"30,2",,,,2354.0,Paris
2024.0,,"34,6",,,,533.0,Paris
2024.0,,"30,6",,,,653.0,Paris
2024.0,,"27,2",,,,411.0,Paris
2024.0,,"27,8",,,,385.0,Paris
2024.0,,,,,,,Paris
2024.0,,"27,8",,,,75.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"34,6",,,,533.0,Paris
2024.0,,"30,6",,,,653.0,Paris
2024.0,,"27,2",,,,411.0,Paris
2024.0,,"27,8",,,,385.0,Paris
2024.0,,,,,,,Paris
2024.0,,"27,8",,,,75.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"27,4",,,,3522.0,Paris
2024.0,,33,,,,566.0,Paris
2024.0,,"28,2",,,,769.0,Paris
2024.0,,"25,2",,,,588.0,Paris
2024.0,,"22,5",,,,535.0,Paris
2024.0,,"30,4",,,,145.0,Paris
2024.0,,28,,,,102.0,Paris
2024.0,,"21,9",,,,59.0,Paris
2024.0,,,,,,,Paris
2024.0,,"29,5",,,,109.0,Paris
2024.0,,"27,3",,,,131.0,Paris
2024.0,,"23,4",,,,123.0,Paris
2024.0,,"21,4",,,,128.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,33,,,,566.0,Paris
2024.0,,"28,2",,,,769.0,Paris
2024.0,,"25,2",,,,588.0,Paris
2024.0,,"22,5",,,,535.0,Paris
2024.0,,"30,4",,,,145.0,Paris
2024.0,,28,,,,102.0,Paris
2024.0,,"21,9",,,,59.0,Paris
2024.0,,,,,,,Paris
2024.0,,"29,5",,,,109.0,Paris
2024.0,,"27,3",,,,131.0,Paris
2024.0,,"23,4",,,,123.0,Paris
2024.0,,"21,4",,,,128.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"28,3",,,,3594.0,Paris
2024.0,,"31,9",,,,368.0,Paris
2024.0,,"28,5",,,,627.0,Paris
2024.0,,"27,2",,,,428.0,Paris
2024.0,,"26,1",,,,535.0,Paris
2024.0,,"29,9",,,,392.0,Paris
2024.0,,"27,8",,,,331.0,Paris
2024.0,,"26,3",,,,150.0,Paris
2024.0,,"24,5",,,,346.0,Paris
2024.0,,"31,7",,,,115.0,Paris
2024.0,,"28,8",,,,87.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"31,9",,,,368.0,Paris
2024.0,,"28,5",,,,627.0,Paris
2024.0,,"27,2",,,,428.0,Paris
2024.0,,"26,1",,,,535.0,Paris
2024.0,,"29,9",,,,392.0,Paris
2024.0,,"27,8",,,,331.0,Paris
2024.0,,"26,3",,,,150.0,Paris
2024.0,,"24,5",,,,346.0,Paris
2024.0,,"31,7",,,,115.0,Paris
2024.0,,"28,8",,,,87.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"26,8",,,,5086.0,Paris
2024.0,,31,,,,503.0,Paris
2024.0,,"26,6",,,,703.0,Paris
2024.0,,26,,,,450.0,Paris
2024.0,,"25,2",,,,366.0,Paris
2024.0,,29,,,,391.0,Paris
2024.0,,"26,4",,,,422.0,Paris
2024.0,,"22,9",,,,406.0,Paris
2024.0,,"23,7",,,,449.0,Paris
2024.0,,"29,3",,,,161.0,Paris
2024.0,,"25,9",,,,149.0,Paris
2024.0,,,,,,,Paris
2024.0,,"25,1",,,,163.0,Paris
2024.0,,"27,2",,,,280.0,Paris
2024.0,,"28,5",,,,195.0,Paris
2024.0,,"26,5",,,,183.0,Paris
2024.0,,"25,9",,,,141.0,Paris
2024.0,,31,,,,503.0,Paris
2024.0,,"26,6",,,,703.0,Paris
2024.0,,26,,,,450.0,Paris
2024.0,,"25,2",,,,366.0,Paris
2024.0,,29,,,,391.0,Paris
2024.0,,"26,4",,,,422.0,Paris
2024.0,,"22,9",,,,406.0,Paris
2024.0,,"23,7",,,,449.0,Paris
2024.0,,"29,3",,,,161.0,Paris
2024.0,,"25,9",,,,149.0,Paris
2024.0,,,,,,,Paris
2024.0,,"25,1",,,,163.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"26,1",,,,2756.0,Paris
2024.0,,"30,6",,,,224.0,Paris
2024.0,,"25,6",,,,469.0,Paris
2024.0,,"24,6",,,,217.0,Paris
2024.0,,"24,2",,,,107.0,Paris
2024.0,,,,,,,Paris
2024.0,,"24,6",,,,296.0,Paris
2024.0,,,,,,,Paris
2024.0,,20,,,,291.0,Paris
2024.0,,27,,,,94.0,Paris
2024.0,,"25,9",,,,113.0,Paris
2024.0,,"24,1",,,,65.0,Paris
2024.0,,"24,7",,,,65.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"30,6",,,,224.0,Paris
2024.0,,"25,6",,,,469.0,Paris
2024.0,,"24,6",,,,217.0,Paris
2024.0,,"24,2",,,,107.0,Paris
2024.0,,,,,,,Paris
2024.0,,"24,6",,,,296.0,Paris
2024.0,,,,,,,Paris
2024.0,,20,,,,291.0,Paris
2024.0,,27,,,,94.0,Paris
2024.0,,"25,9",,,,113.0,Paris
2024.0,,"24,1",,,,65.0,Paris
2024.0,,"24,7",,,,65.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"25,7",,,,4362.0,Paris
2024.0,,"29,4",,,,475.0,Paris
2024.0,,"25,9",,,,1186.0,Paris
2024.0,,24,,,,488.0,Paris
2024.0,,"23,9",,,,147.0,Paris
2024.0,,"27,8",,,,272.0,Paris
2024.0,,"23,4",,,,285.0,Paris
2024.0,,21,,,,307.0,Paris
2024.0,,"20,3",,,,200.0,Paris
2024.0,,26,,,,167.0,Paris
2024.0,,"25,4",,,,209.0,Paris
2024.0,,"24,2",,,,126.0,Paris
2024.0,,"21,4",,,,195.0,Paris
2024.0,,"25,9",,,,70.0,Paris
2024.0,,"26,6",,,,116.0,Paris
2024.0,,"24,5",,,,67.0,Paris
2024.0,,,,,,,Paris
2024.0,,"29,4",,,,475.0,Paris
2024.0,,"25,9",,,,1186.0,Paris
2024.0,,24,,,,488.0,Paris
2024.0,,"23,9",,,,147.0,Paris
2024.0,,"27,8",,,,272.0,Paris
2024.0,,"23,4",,,,285.0,Paris
2024.0,,21,,,,307.0,Paris
2024.0,,"20,3",,,,200.0,Paris
2024.0,,26,,,,167.0,Paris
2024.0,,"25,4",,,,209.0,Paris
2024.0,,"24,2",,,,126.0,Paris
2024.0,,"21,4",,,,195.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"26,9",,,,4315.0,Paris
2024.0,,"31,7",,,,604.0,Paris
2024.0,,"27,6",,,,1281.0,Paris
2024.0,,"26,2",,,,676.0,Paris
2024.0,,"24,3",,,,386.0,Paris
2024.0,,"27,2",,,,158.0,Paris
2024.0,,"24,5",,,,204.0,Paris
2024.0,,"22,1",,,,112.0,Paris
2024.0,,,,,,,Paris
2024.0,,"29,5",,,,221.0,Paris
2024.0,,"25,2",,,,121.0,Paris
2024.0,,"24,1",,,,59.0,Paris
2024.0,,,,,,,Paris
2024.0,,"30,1",,,,84.0,Paris
2024.0,,25,,,,124.0,Paris
2024.0,,"22,9",,,,76.0,Paris
2024.0,,"22,5",,,,78.0,Paris
2024.0,,"31,7",,,,604.0,Paris
2024.0,,"27,6",,,,1281.0,Paris
2024.0,,"26,2",,,,676.0,Paris
2024.0,,"24,3",,,,386.0,Paris
2024.0,,"27,2",,,,158.0,Paris
2024.0,,"24,5",,,,204.0,Paris
2024.0,,"22,1",,,,112.0,Paris
2024.0,,,,,,,Paris
2024.0,,"29,5",,,,221.0,Paris
2024.0,,"25,2",,,,121.0,Paris
2024.0,,"24,1",,,,59.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"26,3",,,,5383.0,Paris
2024.0,,31,,,,733.0,Paris
2024.0,,"26,8",,,,1573.0,Paris
2024.0,,"25,3",,,,710.0,Paris
2024.0,,"23,6",,,,385.0,Paris
2024.0,,"26,8",,,,198.0,Paris
2024.0,,"25,9",,,,201.0,Paris
2024.0,,"21,2",,,,90.0,Paris
2024.0,,,,,,,Paris
2024.0,,"28,3",,,,277.0,Paris
2024.0,,"25,6",,,,250.0,Paris
2024.0,,"20,7",,,,113.0,Paris
2024.0,,"21,1",,,,59.0,Paris
2024.0,,26,,,,120.0,Paris
2024.0,,"23,9",,,,240.0,Paris
2024.0,,"23,6",,,,183.0,Paris
2024.0,,,,,,,Paris
2024.0,,31,,,,733.0,Paris
2024.0,,"26,8",,,,1573.0,Paris
2024.0,,"25,3",,,,710.0,Paris
2024.0,,"23,6",,,,385.0,Paris
2024.0,,"26,8",,,,198.0,Paris
2024.0,,"25,9",,,,201.0,Paris
2024.0,,"21,2",,,,90.0,Paris
2024.0,,,,,,,Paris
2024.0,,"28,3",,,,277.0,Paris
2024.0,,"25,6",,,,250.0,Paris
2024.0,,"20,7",,,,113.0,Paris
2024.0,,"21,1",,,,59.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"25,9",,,,2524.0,Paris
2024.0,,"32,5",,,,209.0,Paris
2024.0,,"27,5",,,,389.0,Paris
2024.0,,"25,5",,,,169.0,Paris
2024.0,,,,,,,Paris
2024.0,,"26,6",,,,256.0,Paris
2024.0,,"24,3",,,,261.0,Paris
2024.0,,"21,8",,,,294.0,Paris
2024.0,,"20,1",,,,189.0,Paris
2024.0,,"29,9",,,,146.0,Paris
2024.0,,"23,6",,,,127.0,Paris
2024.0,,,,,,,Paris
2024.0,,"23,9",,,,53.0,Paris
2024.0,,"30,5",,,,59.0,Paris
2024.0,,"26,8",,,,88.0,Paris
2024.0,,"23,6",,,,75.0,Paris
2024.0,,,,,,,Paris
2024.0,,"32,5",,,,209.0,Paris
2024.0,,"27,5",,,,389.0,Paris
2024.0,,"25,5",,,,169.0,Paris
2024.0,,,,,,,Paris
2024.0,,"26,6",,,,256.0,Paris
2024.0,,"24,3",,,,261.0,Paris
2024.0,,"21,8",,,,294.0,Paris
2024.0,,"20,1",,,,189.0,Paris
2024.0,,"29,9",,,,146.0,Paris
2024.0,,"23,6",,,,127.0,Paris
2024.0,,,,,,,Paris
2024.0,,"23,9",,,,53.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"22,4",,,,7543.0,Paris
2024.0,,"29,1",,,,392.0,Paris
2024.0,,"24,5",,,,763.0,Paris
2024.0,,"22,3",,,,337.0,Paris
2024.0,,"21,2",,,,98.0,Paris
2024.0,,"26,6",,,,343.0,Paris
2024.0,,"21,5",,,,487.0,Paris
2024.0,,"19,1",,,,576.0,Paris
2024.0,,"17,2",,,,432.0,Paris
2024.0,,"22,4",,,,955.0,Paris
2024.0,,"20,6",,,,626.0,Paris
2024.0,,"16,7",,,,666.0,Paris
2024.0,,"15,3",,,,343.0,Paris
2024.0,,"24,9",,,,305.0,Paris
2024.0,,"22,7",,,,510.0,Paris
2024.0,,"20,5",,,,424.0,Paris
2024.0,,"19,7",,,,286.0,Paris
2024.0,,"29,1",,,,392.0,Paris
2024.0,,"24,5",,,,763.0,Paris
2024.0,,"22,3",,,,337.0,Paris
2024.0,,"21,2",,,,98.0,Paris
2024.0,,"26,6",,,,343.0,Paris
2024.0,,"21,5",,,,487.0,Paris
2024.0,,"19,1",,,,576.0,Paris
2024.0,,"17,2",,,,432.0,Paris
2024.0,,"22,4",,,,955.0,Paris
2024.0,,"20,6",,,,626.0,Paris
2024.0,,"16,7",,,,666.0,Paris
2024.0,,"15,3",,,,343.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"23,6",,,,3157.0,Paris
2024.0,,,,,,,Paris
2024.0,,25,,,,550.0,Paris
2024.0,,23,,,,293.0,Paris
2024.0,,"21,1",,,,91.0,Paris
2024.0,,"26,8",,,,147.0,Paris
2024.0,,"22,8",,,,227.0,Paris
2024.0,,,,,,,Paris
2024.0,,20,,,,111.0,Paris
2024.0,,"24,6",,,,220.0,Paris
2024.0,,"22,6",,,,256.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
2024.0,,"28,1",,,,98.0,Paris
2024.0,,"25,2",,,,151.0,Paris
2024.0,,"22,1",,,,138.0,Paris
2024.0,,"22,2",,,,113.0,Paris
2024.0,,,,,,,Paris
2024.0,,25,,,,550.0,Paris
2024.0,,23,,,,293.0,Paris
2024.0,,"21,1",,,,91.0,Paris
2024.0,,"26,8",,,,147.0,Paris
2024.0,,"22,8",,,,227.0,Paris
2024.0,,,,,,,Paris
2024.0,,20,,,,111.0,Paris
2024.0,,"24,6",,,,220.0,Paris
2024.0,,"22,6",,,,256.0,Paris
2024.0,,,,,,,Paris
2024.0,,,,,,,Paris
