Data_year,Type_habitat,loyer_median,loyer_moyen,loyer_mensuel_median,surface_moyenne,nombre_observations,Ville
2024.0,Appartement,,,,,36.0,Lyon
2024.0,Appartement,"12,7","12,8",570.0,47.0,234.0,Lyon
2024.0,Appartement,"10,5","10,8",670.0,67.0,192.0,Lyon
2024.0,Appartement,"11,1","11,1",1041.0,95.0,78.0,Lyon
2024.0,Appartement,"13,2","13,1",660.0,56.0,190.0,Lyon
2024.0,Appartement,"11,0","11,1",573.0,60.0,350.0,Lyon
2024.0,Appartement,"12,7","12,3",621.0,54.0,1075.0,Lyon
2024.0,Appartement,"15,6","15,6",474.0,30.0,130.0,Lyon
2024.0,Appartement,"14,0","13,5",560.0,43.0,490.0,Lyon
2024.0,Appartement,"11,7","11,8",724.0,63.0,395.0,Lyon
2024.0,Appartement,"10,8","10,5",895.0,83.0,60.0,Lyon
2024.0,Appartement,"13,5","13,5",680.0,51.0,326.0,Lyon
2024.0,Appartement,"12,4","12,0",621.0,54.0,749.0,Lyon
2024.0,,"10,7","10,3",640.0,65.0,1825.0,Lyon
2024.0,,,,,,34.0,Lyon
2024.0,,"8,9","9,1",750.0,90.0,319.0,Lyon
2024.0,,,,,,63.0,Lyon
2024.0,,"14,9","14,7",460.0,31.0,170.0,Lyon
2024.0,,"12,7","12,0",554.0,47.0,609.0,Lyon
2024.0,,"10,5","10,3",662.0,64.0,693.0,Lyon
2024.0,,"8,2","8,6",740.0,86.0,256.0,Lyon
2024.0,,"14,9","14,7",460.0,31.0,172.0,Lyon
2024.0,,"12,7","12,0",554.0,47.0,619.0,Lyon
2024.0,,"10,2","10,2",673.0,66.0,715.0,Lyon
2024.0,,"10,0","10,2",930.0,91.0,97.0,Lyon
2024.0,,"14,9","14,7",460.0,31.0,170.0,Lyon
2024.0,,"12,7","12,0",554.0,47.0,609.0,Lyon
2024.0,,"10,5","10,3",662.0,64.0,693.0,Lyon
2024.0,,"8,2","8,6",740.0,86.0,256.0,Lyon
2024.0,,"14,9","14,7",460.0,31.0,172.0,Lyon
2024.0,,"12,7","12,0",554.0,47.0,619.0,Lyon
2024.0,,"10,2","10,2",673.0,66.0,715.0,Lyon
2024.0,,"8,9","9,1",750.0,90.0,319.0,Lyon
2024.0,,"11,2","10,7",645.0,64.0,613.0,Lyon
2024.0,,"7,9","9,6",740.0,87.0,83.0,Lyon
2024.0,,"11,5","12,9",470.0,35.0,71.0,Lyon
2024.0,,"13,1","12,6",545.0,44.0,228.0,Lyon
2024.0,,"10,4","10,5",709.0,66.0,231.0,Lyon
2024.0,,"10,7","10,1",630.0,66.0,1212.0,Lyon
2024.0,,"8,9","9,0",750.0,91.0,236.0,Lyon
2024.0,,"16,7","15,4",460.0,30.0,101.0,Lyon
2024.0,,"12,5","11,8",570.0,48.0,391.0,Lyon
2024.0,,"10,1","10,1",670.0,66.0,484.0,Lyon
2024.0,,"11,2","10,7",645.0,64.0,613.0,Lyon
2024.0,,"11,5","12,9",470.0,35.0,71.0,Lyon
2024.0,,"13,1","12,6",545.0,44.0,228.0,Lyon
2024.0,,"10,4","10,5",709.0,66.0,231.0,Lyon
2024.0,,"7,9","9,6",740.0,87.0,83.0,Lyon
2024.0,,"10,7","10,1",630.0,66.0,1212.0,Lyon
2024.0,,"16,7","15,4",460.0,30.0,101.0,Lyon
2024.0,,"12,5","11,8",570.0,48.0,391.0,Lyon
2024.0,,"10,1","10,1",670.0,66.0,484.0,Lyon
2024.0,,"8,9","9,0",750.0,91.0,236.0,Lyon
2024.0,,"9,3","9,3",600.0,69.0,396.0,Lyon
2024.0,,"8,8","8,2",740.0,98.0,76.0,Lyon
2024.0,,"16,7","15,5",500.0,31.0,50.0,Lyon
2024.0,,"10,6","10,3",500.0,52.0,140.0,Lyon
2024.0,,"9,2","9,5",630.0,67.0,130.0,Lyon
2024.0,,"10,0","9,6",740.0,70.0,127.0,Lyon
2024.0,,"9,2","9,2",553.0,69.0,269.0,Lyon
2024.0,,"10,5","10,4",591.0,60.0,204.0,Lyon
2024.0,,"12,5","11,7",906.0,73.0,60.0,Lyon
2024.0,,,,,,12.0,Lyon
2024.0,,,,,,34.0,Lyon
2024.0,,"10,2","9,3",580.0,62.0,98.0,Lyon
2024.0,,"10,5","11,4",580.0,55.0,67.0,Lyon
2024.0,,"10,4","10,1",591.0,61.0,137.0,Lyon
2024.0,,"9,5","9,4",650.0,74.0,228.0,Lyon
2024.0,,"7,6","8,6",700.0,88.0,60.0,Lyon
2024.0,,,,,,33.0,Lyon
2024.0,,"13,3","13,0",570.0,42.0,53.0,Lyon
2024.0,,"9,6","9,5",700.0,73.0,82.0,Lyon
2024.0,,"9,4","9,8",709.0,74.0,71.0,Lyon
2024.0,,"10,0","9,1",650.0,74.0,157.0,Lyon
2024.0,,"12,3","11,8",697.0,60.0,423.0,Lyon
2024.0,,"10,5","10,4",895.0,96.0,66.0,Lyon
2024.0,,,,,,19.0,Lyon
2024.0,,"12,5","12,8",580.0,45.0,166.0,Lyon
2024.0,,"12,0","11,9",768.0,64.0,172.0,Lyon
2024.0,,"12,5","12,3",740.0,60.0,175.0,Lyon
2024.0,,"12,3","11,4",641.0,61.0,248.0,Lyon
2024.0,,"11,5","11,6",668.0,60.0,574.0,Lyon
2024.0,,"11,0","10,7",825.0,86.0,57.0,Lyon
2024.0,,"13,9","13,9",460.0,32.0,58.0,Lyon
2024.0,,"14,0","13,1",590.0,44.0,226.0,Lyon
2024.0,,"11,2","11,1",705.0,66.0,233.0,Lyon
2024.0,,"11,7","12,0",645.0,51.0,173.0,Lyon
2024.0,,"11,3","11,5",688.0,62.0,401.0,Lyon
2024.0,,"9,3","9,3",600.0,69.0,396.0,Lyon
2024.0,,"16,7","15,5",500.0,31.0,50.0,Lyon
2024.0,,"10,6","10,3",500.0,52.0,140.0,Lyon
2024.0,,"9,2","9,5",630.0,67.0,130.0,Lyon
2024.0,,"8,8","8,2",740.0,98.0,76.0,Lyon
2024.0,,"10,0","9,6",740.0,70.0,127.0,Lyon
2024.0,,"9,2","9,2",553.0,69.0,269.0,Lyon
2024.0,,"10,5","10,4",591.0,60.0,204.0,Lyon
2024.0,,,,,,12.0,Lyon
2024.0,,,,,,34.0,Lyon
2024.0,,"10,2","9,3",580.0,62.0,98.0,Lyon
2024.0,,"12,5","11,7",906.0,73.0,60.0,Lyon
2024.0,,"10,5","11,4",580.0,55.0,67.0,Lyon
2024.0,,"10,4","10,1",591.0,61.0,137.0,Lyon
2024.0,,"9,5","9,4",650.0,74.0,228.0,Lyon
2024.0,,,,,,33.0,Lyon
2024.0,,"13,3","13,0",570.0,42.0,53.0,Lyon
2024.0,,"9,6","9,5",700.0,73.0,82.0,Lyon
2024.0,,"7,6","8,6",700.0,88.0,60.0,Lyon
2024.0,,"9,4","9,8",709.0,74.0,71.0,Lyon
2024.0,,"10,0","9,1",650.0,74.0,157.0,Lyon
2024.0,,"12,3","11,8",697.0,60.0,423.0,Lyon
2024.0,,,,,,19.0,Lyon
2024.0,,"12,5","12,8",580.0,45.0,166.0,Lyon
2024.0,,"12,0","11,9",768.0,64.0,172.0,Lyon
2024.0,,"10,5","10,4",895.0,96.0,66.0,Lyon
2024.0,,"12,5","12,3",740.0,60.0,175.0,Lyon
2024.0,,"12,3","11,4",641.0,61.0,248.0,Lyon
2024.0,,"11,5","11,6",668.0,60.0,574.0,Lyon
2024.0,,"13,9","13,9",460.0,32.0,58.0,Lyon
2024.0,,"14,0","13,1",590.0,44.0,226.0,Lyon
2024.0,,"11,2","11,1",705.0,66.0,233.0,Lyon
2024.0,,"11,0","10,7",825.0,86.0,57.0,Lyon
2024.0,,"11,7","12,0",645.0,51.0,173.0,Lyon
2024.0,,"11,3","11,5",688.0,62.0,401.0,Lyon
2024.0,Maison,"10,0","10,2",930.0,91.0,97.0,Lyon
2024.0,Maison,,,,,34.0,Lyon
2024.0,Maison,,,,,63.0,Lyon
2024.0,Maison,"10,0","10,2",930.0,91.0,97.0,Lyon
2024.0,Maison,,,,,25.0,Lyon
2024.0,Maison,,,,,8.0,Lyon
2024.0,Maison,,,,,17.0,Lyon
2024.0,Maison,"9,2","9,7",930.0,97.0,72.0,Lyon
2024.0,Maison,,,,,26.0,Lyon
2024.0,Maison,,,,,46.0,Lyon
2024.0,Maison,,,,,25.0,Lyon
2024.0,Maison,,,,,25.0,Lyon
2024.0,Maison,"9,2","9,7",930.0,97.0,72.0,Lyon
2024.0,Maison,"9,2","9,7",930.0,97.0,72.0,Lyon
2024.0,Maison,,,,,43.0,Lyon
2024.0,Maison,,,,,22.0,Lyon
2024.0,Maison,,,,,21.0,Lyon
2024.0,Maison,,,,,10.0,Lyon
2024.0,Maison,,,,,33.0,Lyon
2024.0,Maison,,,,,15.0,Lyon
2024.0,Maison,,,,,4.0,Lyon
2024.0,Maison,,,,,11.0,Lyon
2024.0,Maison,,,,,4.0,Lyon
2024.0,Maison,,,,,11.0,Lyon
2024.0,Maison,,,,,15.0,Lyon
2024.0,Maison,,,,,3.0,Lyon
2024.0,Maison,,,,,12.0,Lyon
2024.0,Maison,,,,,5.0,Lyon
2024.0,Maison,,,,,10.0,Lyon
2024.0,Maison,,,,,17.0,Lyon
2024.0,Maison,,,,,3.0,Lyon
2024.0,Maison,,,,,14.0,Lyon
2024.0,Maison,,,,,6.0,Lyon
2024.0,Maison,,,,,11.0,Lyon
2024.0,Maison,,,,,7.0,Lyon
2024.0,Maison,,,,,2.0,Lyon
2024.0,Maison,,,,,5.0,Lyon
2024.0,Maison,,,,,7.0,Lyon
2024.0,Maison,,,,,43.0,Lyon
2024.0,Maison,,,,,43.0,Lyon
2024.0,Maison,,,,,10.0,Lyon
2024.0,Maison,,,,,33.0,Lyon
2024.0,Maison,,,,,15.0,Lyon
2024.0,Maison,,,,,15.0,Lyon
2024.0,Maison,,,,,4.0,Lyon
2024.0,Maison,,,,,11.0,Lyon
2024.0,Maison,,,,,15.0,Lyon
2024.0,Maison,,,,,15.0,Lyon
2024.0,Maison,,,,,5.0,Lyon
2024.0,Maison,,,,,10.0,Lyon
2024.0,Maison,,,,,17.0,Lyon
2024.0,Maison,,,,,17.0,Lyon
2024.0,Maison,,,,,6.0,Lyon
2024.0,Maison,,,,,11.0,Lyon
2024.0,Maison,,,,,7.0,Lyon
2024.0,Maison,,,,,7.0,Lyon
2024.0,Maison,,,,,7.0,Lyon
2024.0,Appartement,"10,8","10,3",615.0,61.0,1728.0,Lyon
2024.0,Appartement,"14,9","14,7",460.0,31.0,170.0,Lyon
2024.0,Appartement,"12,7","12,0",554.0,47.0,609.0,Lyon
2024.0,Appartement,"10,5","10,3",662.0,64.0,693.0,Lyon
2024.0,Appartement,"8,2","8,6",740.0,86.0,256.0,Lyon
2024.0,Appartement,"14,9","14,7",460.0,31.0,170.0,Lyon
2024.0,Appartement,"12,7","12,0",554.0,47.0,609.0,Lyon
2024.0,Appartement,"10,5","10,3",662.0,64.0,693.0,Lyon
2024.0,Appartement,"8,2","8,6",740.0,86.0,256.0,Lyon
2024.0,Appartement,"11,1","10,4",642.0,62.0,588.0,Lyon
2024.0,Appartement,"11,5","12,8",470.0,35.0,70.0,Lyon
2024.0,Appartement,"13,1","12,6",545.0,44.0,225.0,Lyon
2024.0,Appartement,"10,5","10,6",686.0,65.0,227.0,Lyon
2024.0,Appartement,"7,6","8,2",740.0,91.0,66.0,Lyon
2024.0,Appartement,"10,8","10,3",615.0,61.0,1140.0,Lyon
2024.0,Appartement,"16,7","15,4",460.0,30.0,100.0,Lyon
2024.0,Appartement,"12,5","11,8",570.0,48.0,384.0,Lyon
2024.0,Appartement,"10,4","10,1",653.0,63.0,466.0,Lyon
2024.0,Appartement,"9,3","8,7",740.0,84.0,190.0,Lyon
2024.0,Appartement,"11,1","10,4",642.0,62.0,588.0,Lyon
2024.0,Appartement,"11,5","12,8",470.0,35.0,70.0,Lyon
2024.0,Appartement,"13,1","12,6",545.0,44.0,225.0,Lyon
2024.0,Appartement,"10,5","10,6",686.0,65.0,227.0,Lyon
2024.0,Appartement,"7,6","8,2",740.0,91.0,66.0,Lyon
2024.0,Appartement,"10,8","10,3",615.0,61.0,1140.0,Lyon
2024.0,Appartement,"16,7","15,4",460.0,30.0,100.0,Lyon
2024.0,Appartement,"12,5","11,8",570.0,48.0,384.0,Lyon
2024.0,Appartement,"10,4","10,1",653.0,63.0,466.0,Lyon
2024.0,Appartement,"9,3","8,7",740.0,84.0,190.0,Lyon
2024.0,Appartement,"9,8","9,4",530.0,63.0,353.0,Lyon
2024.0,Appartement,,,,,49.0,Lyon
2024.0,Appartement,"10,6","10,2",500.0,52.0,135.0,Lyon
2024.0,Appartement,"9,0","9,7",600.0,60.0,114.0,Lyon
2024.0,Appartement,"7,6","7,8",740.0,93.0,55.0,Lyon
2024.0,Appartement,"9,8","9,5",650.0,67.0,117.0,Lyon
2024.0,Appartement,"9,6","9,4",529.0,62.0,236.0,Lyon
2024.0,Appartement,"10,5","10,4",591.0,58.0,189.0,Lyon
2024.0,Appartement,,,,,12.0,Lyon
2024.0,Appartement,,,,,33.0,Lyon
2024.0,Appartement,"10,2","9,3",580.0,62.0,95.0,Lyon
2024.0,Appartement,,,,,49.0,Lyon
2024.0,Appartement,"10,5","11,4",580.0,53.0,63.0,Lyon
2024.0,Appartement,"10,4","10,1",591.0,60.0,126.0,Lyon
2024.0,Appartement,"9,4","9,0",620.0,70.0,213.0,Lyon
2024.0,Appartement,,,,,33.0,Lyon
2024.0,Appartement,"13,3","13,0",570.0,42.0,51.0,Lyon
2024.0,Appartement,"9,6","9,5",700.0,73.0,81.0,Lyon
2024.0,Appartement,,,,,48.0,Lyon
2024.0,Appartement,"9,4","8,6",580.0,76.0,66.0,Lyon
2024.0,Appartement,"10,1","9,2",620.0,68.0,147.0,Lyon
2024.0,Appartement,"12,3","11,8",694.0,58.0,406.0,Lyon
2024.0,Appartement,,,,,19.0,Lyon
2024.0,Appartement,"12,5","12,8",580.0,45.0,164.0,Lyon
2024.0,Appartement,"12,0","11,9",763.0,64.0,171.0,Lyon
2024.0,Appartement,"10,5","10,0",884.0,91.0,52.0,Lyon
2024.0,Appartement,"12,5","12,4",731.0,58.0,169.0,Lyon
2024.0,Appartement,"12,3","11,4",602.0,59.0,237.0,Lyon
2024.0,Appartement,"11,6","11,7",645.0,56.0,567.0,Lyon
2024.0,Appartement,"13,9","13,9",460.0,32.0,57.0,Lyon
2024.0,Appartement,"14,0","13,1",590.0,44.0,226.0,Lyon
2024.0,Appartement,"11,2","11,1",705.0,63.0,232.0,Lyon
2024.0,Appartement,"10,8","10,4",825.0,80.0,52.0,Lyon
2024.0,Appartement,"11,7","12,0",645.0,51.0,173.0,Lyon
2024.0,Appartement,"11,5","11,6",667.0,57.0,394.0,Lyon
2024.0,Appartement,"9,8","9,4",530.0,63.0,353.0,Lyon
2024.0,Appartement,,,,,49.0,Lyon
2024.0,Appartement,"10,6","10,2",500.0,52.0,135.0,Lyon
2024.0,Appartement,"9,0","9,7",600.0,60.0,114.0,Lyon
2024.0,Appartement,"7,6","7,8",740.0,93.0,55.0,Lyon
2024.0,Appartement,"9,8","9,5",650.0,67.0,117.0,Lyon
2024.0,Appartement,"9,6","9,4",529.0,62.0,236.0,Lyon
2024.0,Appartement,"10,5","10,4",591.0,58.0,189.0,Lyon
2024.0,Appartement,,,,,12.0,Lyon
2024.0,Appartement,,,,,33.0,Lyon
2024.0,Appartement,"10,2","9,3",580.0,62.0,95.0,Lyon
2024.0,Appartement,,,,,49.0,Lyon
2024.0,Appartement,"10,5","11,4",580.0,53.0,63.0,Lyon
2024.0,Appartement,"10,4","10,1",591.0,60.0,126.0,Lyon
2024.0,Appartement,"9,4","9,0",620.0,70.0,213.0,Lyon
2024.0,Appartement,,,,,33.0,Lyon
2024.0,Appartement,"13,3","13,0",570.0,42.0,51.0,Lyon
2024.0,Appartement,"9,6","9,5",700.0,73.0,81.0,Lyon
2024.0,Appartement,,,,,48.0,Lyon
2024.0,Appartement,"9,4","8,6",580.0,76.0,66.0,Lyon
2024.0,Appartement,"10,1","9,2",620.0,68.0,147.0,Lyon
2024.0,Appartement,"12,3","11,8",694.0,58.0,406.0,Lyon
2024.0,Appartement,,,,,19.0,Lyon
2024.0,Appartement,"12,5","12,8",580.0,45.0,164.0,Lyon
2024.0,Appartement,"12,0","11,9",763.0,64.0,171.0,Lyon
2024.0,Appartement,"10,5","10,0",884.0,91.0,52.0,Lyon
2024.0,Appartement,"12,5","12,4",731.0,58.0,169.0,Lyon
2024.0,Appartement,"12,3","11,4",602.0,59.0,237.0,Lyon
2024.0,Appartement,"11,6","11,7",645.0,56.0,567.0,Lyon
2024.0,Appartement,"13,9","13,9",460.0,32.0,57.0,Lyon
2024.0,Appartement,"14,0","13,1",590.0,44.0,226.0,Lyon
2024.0,Appartement,"11,2","11,1",705.0,63.0,232.0,Lyon
2024.0,Appartement,"10,8","10,4",825.0,80.0,52.0,Lyon
2024.0,Appartement,"11,7","12,0",645.0,51.0,173.0,Lyon
2024.0,Appartement,"11,5","11,6",667.0,57.0,394.0,Lyon
2024.0,,"10,4","10,0",642.0,69.0,1850.0,Lyon
2024.0,,,,,,52.0,Lyon
2024.0,,"9,6","9,3",776.0,93.0,516.0,Lyon
2024.0,,,,,,172.0,Lyon
2024.0,,"13,3","13,6",321.0,27.0,138.0,Lyon
2024.0,,"11,8","11,6",530.0,48.0,538.0,Lyon
2024.0,,"9,6","9,7",642.0,68.0,606.0,Lyon
2024.0,,"8,9","8,9",760.0,87.0,344.0,Lyon
2024.0,,"13,3","13,6",321.0,27.0,138.0,Lyon
2024.0,,"11,7","11,2",531.0,49.0,555.0,Lyon
2024.0,,"9,8","9,8",680.0,70.0,641.0,Lyon
2024.0,,"9,5","9,9",806.0,85.0,224.0,Lyon
2024.0,,"13,3","13,6",321.0,27.0,138.0,Lyon
2024.0,,"11,8","11,6",530.0,48.0,538.0,Lyon
2024.0,,"9,6","9,7",642.0,68.0,606.0,Lyon
2024.0,,"8,9","8,9",760.0,87.0,344.0,Lyon
2024.0,,"13,3","13,6",321.0,27.0,138.0,Lyon
2024.0,,"11,7","11,2",531.0,49.0,555.0,Lyon
2024.0,,"9,8","9,8",680.0,70.0,641.0,Lyon
2024.0,,"9,6","9,3",776.0,93.0,516.0,Lyon
2024.0,,"11,1","10,6",642.0,67.0,591.0,Lyon
2024.0,,"11,1","10,5",911.0,92.0,148.0,Lyon
2024.0,,,,,,46.0,Lyon
2024.0,,"12,0","11,8",549.0,46.0,187.0,Lyon
2024.0,,"9,6","9,8",642.0,67.0,210.0,Lyon
2024.0,,"10,1","9,8",642.0,69.0,1259.0,Lyon
2024.0,,"8,9","8,9",760.0,94.0,368.0,Lyon
2024.0,,"13,3","13,2",399.0,29.0,92.0,Lyon
2024.0,,"11,4","11,1",530.0,50.0,368.0,Lyon
2024.0,,"9,9","9,8",680.0,71.0,431.0,Lyon
2024.0,,"11,1","10,6",642.0,67.0,591.0,Lyon
2024.0,,,,,,46.0,Lyon
2024.0,,"12,0","11,8",549.0,46.0,187.0,Lyon
2024.0,,"9,6","9,8",642.0,67.0,210.0,Lyon
2024.0,,"11,1","10,5",911.0,92.0,148.0,Lyon
2024.0,,"10,1","9,8",642.0,69.0,1259.0,Lyon
2024.0,,"13,3","13,2",399.0,29.0,92.0,Lyon
2024.0,,"11,4","11,1",530.0,50.0,368.0,Lyon
2024.0,,"9,9","9,8",680.0,71.0,431.0,Lyon
2024.0,,"8,9","8,9",760.0,94.0,368.0,Lyon
2024.0,,"10,0","9,5",611.0,68.0,746.0,Lyon
2024.0,,"7,7","8,0",753.0,101.0,175.0,Lyon
2024.0,,"14,3","13,9",320.0,26.0,70.0,Lyon
2024.0,,"11,4","11,0",530.0,50.0,248.0,Lyon
2024.0,,"9,5","9,5",680.0,72.0,253.0,Lyon
2024.0,,"10,9","10,3",567.0,60.0,255.0,Lyon
2024.0,,"9,6","9,3",627.0,69.0,491.0,Lyon
2024.0,,"9,6","10,2",678.0,65.0,308.0,Lyon
2024.0,,"8,3","9,1",700.0,87.0,130.0,Lyon
2024.0,,,,,,12.0,Lyon
2024.0,,,,,,43.0,Lyon
2024.0,,"9,6","10,4",600.0,59.0,123.0,Lyon
2024.0,,"9,5","9,6",652.0,77.0,81.0,Lyon
2024.0,,"9,6","10,3",684.0,63.0,227.0,Lyon
2024.0,,"9,3","9,8",642.0,77.0,180.0,Lyon
2024.0,,"10,0","9,9",979.0,97.0,78.0,Lyon
2024.0,,,,,,19.0,Lyon
2024.0,,,,,,36.0,Lyon
2024.0,,,,,,47.0,Lyon
2024.0,,,,,,40.0,Lyon
2024.0,,"10,0","9,9",689.0,77.0,140.0,Lyon
2024.0,,"11,1","10,6",686.0,72.0,340.0,Lyon
2024.0,,"11,1","10,9",1100.0,101.0,106.0,Lyon
2024.0,,,,,,18.0,Lyon
2024.0,,"11,1","10,2",520.0,47.0,104.0,Lyon
2024.0,,"10,7","10,3",690.0,67.0,112.0,Lyon
2024.0,,"11,4","11,4",828.0,79.0,123.0,Lyon
2024.0,,"11,1","10,3",610.0,69.0,217.0,Lyon
2024.0,,"11,6","11,1",760.0,65.0,276.0,Lyon
2024.0,,,,,,27.0,Lyon
2024.0,,,,,,19.0,Lyon
2024.0,,"12,7","12,7",592.0,52.0,124.0,Lyon
2024.0,,"10,3","10,1",770.0,72.0,106.0,Lyon
2024.0,,"12,5","12,3",776.0,57.0,92.0,Lyon
2024.0,,"11,0","10,7",760.0,68.0,184.0,Lyon
2024.0,,"10,0","9,5",611.0,68.0,746.0,Lyon
2024.0,,"14,3","13,9",320.0,26.0,70.0,Lyon
2024.0,,"11,4","11,0",530.0,50.0,248.0,Lyon
2024.0,,"9,5","9,5",680.0,72.0,253.0,Lyon
2024.0,,"7,7","8,0",753.0,101.0,175.0,Lyon
2024.0,,"10,9","10,3",567.0,60.0,255.0,Lyon
2024.0,,"9,6","9,3",627.0,69.0,491.0,Lyon
2024.0,,"9,6","10,2",678.0,65.0,308.0,Lyon
2024.0,,,,,,12.0,Lyon
2024.0,,,,,,43.0,Lyon
2024.0,,"9,6","10,4",600.0,59.0,123.0,Lyon
2024.0,,"8,3","9,1",700.0,87.0,130.0,Lyon
2024.0,,"9,5","9,6",652.0,77.0,81.0,Lyon
2024.0,,"9,6","10,3",684.0,63.0,227.0,Lyon
2024.0,,"9,3","9,8",642.0,77.0,180.0,Lyon
2024.0,,,,,,19.0,Lyon
2024.0,,,,,,36.0,Lyon
2024.0,,,,,,47.0,Lyon
2024.0,,"10,0","9,9",979.0,97.0,78.0,Lyon
2024.0,,,,,,40.0,Lyon
2024.0,,"10,0","9,9",689.0,77.0,140.0,Lyon
2024.0,,"11,1","10,6",686.0,72.0,340.0,Lyon
2024.0,,,,,,18.0,Lyon
2024.0,,"11,1","10,2",520.0,47.0,104.0,Lyon
2024.0,,"10,7","10,3",690.0,67.0,112.0,Lyon
2024.0,,"11,1","10,9",1100.0,101.0,106.0,Lyon
2024.0,,"11,4","11,4",828.0,79.0,123.0,Lyon
2024.0,,"11,1","10,3",610.0,69.0,217.0,Lyon
2024.0,,"11,6","11,1",760.0,65.0,276.0,Lyon
2024.0,,,,,,19.0,Lyon
2024.0,,"12,7","12,7",592.0,52.0,124.0,Lyon
2024.0,,"10,3","10,1",770.0,72.0,106.0,Lyon
2024.0,,,,,,27.0,Lyon
2024.0,,"12,5","12,3",776.0,57.0,92.0,Lyon
2024.0,,"11,0","10,7",760.0,68.0,184.0,Lyon
2024.0,Maison,"9,5","9,9",806.0,85.0,224.0,Lyon
2024.0,Maison,,,,,52.0,Lyon
2024.0,Maison,,,,,172.0,Lyon
2024.0,Maison,"9,5","9,9",806.0,85.0,224.0,Lyon
2024.0,Maison,"11,1","11,0",1107.0,99.0,65.0,Lyon
2024.0,Maison,,,,,15.0,Lyon
2024.0,Maison,,,,,50.0,Lyon
2024.0,Maison,"9,5","9,7",680.0,83.0,159.0,Lyon
2024.0,Maison,,,,,37.0,Lyon
2024.0,Maison,,,,,122.0,Lyon
2024.0,Maison,"11,1","11,0",1107.0,99.0,65.0,Lyon
2024.0,Maison,"11,1","11,0",1107.0,99.0,65.0,Lyon
2024.0,Maison,"9,5","9,7",680.0,83.0,159.0,Lyon
2024.0,Maison,"9,5","9,7",680.0,83.0,159.0,Lyon
2024.0,Maison,"9,4","8,8",627.0,79.0,87.0,Lyon
2024.0,Maison,,,,,37.0,Lyon
2024.0,Maison,,,,,50.0,Lyon
2024.0,Maison,,,,,23.0,Lyon
2024.0,Maison,"9,4","8,6",627.0,78.0,64.0,Lyon
2024.0,Maison,,,,,34.0,Lyon
2024.0,Maison,,,,,9.0,Lyon
2024.0,Maison,,,,,25.0,Lyon
2024.0,Maison,,,,,10.0,Lyon
2024.0,Maison,,,,,24.0,Lyon
2024.0,Maison,,,,,26.0,Lyon
2024.0,Maison,,,,,3.0,Lyon
2024.0,Maison,,,,,23.0,Lyon
2024.0,Maison,,,,,8.0,Lyon
2024.0,Maison,,,,,18.0,Lyon
2024.0,Maison,"11,2","11,0",1132.0,102.0,75.0,Lyon
2024.0,Maison,,,,,2.0,Lyon
2024.0,Maison,,,,,73.0,Lyon
2024.0,Maison,,,,,23.0,Lyon
2024.0,Maison,"11,2","11,0",1098.0,99.0,52.0,Lyon
2024.0,Maison,,,,,2.0,Lyon
2024.0,Maison,,,,,1.0,Lyon
2024.0,Maison,,,,,1.0,Lyon
2024.0,Maison,,,,,1.0,Lyon
2024.0,Maison,,,,,1.0,Lyon
2024.0,Maison,"9,4","8,8",627.0,79.0,87.0,Lyon
2024.0,Maison,"9,4","8,8",627.0,79.0,87.0,Lyon
2024.0,Maison,,,,,23.0,Lyon
2024.0,Maison,"9,4","8,6",627.0,78.0,64.0,Lyon
2024.0,Maison,,,,,34.0,Lyon
2024.0,Maison,,,,,34.0,Lyon
2024.0,Maison,,,,,10.0,Lyon
2024.0,Maison,,,,,24.0,Lyon
2024.0,Maison,,,,,26.0,Lyon
2024.0,Maison,,,,,26.0,Lyon
2024.0,Maison,,,,,8.0,Lyon
2024.0,Maison,,,,,18.0,Lyon
2024.0,Maison,"11,2","11,0",1132.0,102.0,75.0,Lyon
2024.0,Maison,"11,2","11,0",1132.0,102.0,75.0,Lyon
2024.0,Maison,,,,,23.0,Lyon
2024.0,Maison,"11,2","11,0",1098.0,99.0,52.0,Lyon
2024.0,Maison,,,,,2.0,Lyon
2024.0,Maison,,,,,2.0,Lyon
2024.0,Maison,,,,,1.0,Lyon
2024.0,Maison,,,,,1.0,Lyon
2024.0,Appartement,"10,5","10,0",623.0,64.0,1626.0,Lyon
2024.0,Appartement,"13,3","13,6",321.0,27.0,138.0,Lyon
2024.0,Appartement,"11,8","11,6",530.0,48.0,538.0,Lyon
2024.0,Appartement,"9,6","9,7",642.0,68.0,606.0,Lyon
2024.0,Appartement,"8,9","8,9",760.0,87.0,344.0,Lyon
2024.0,Appartement,"13,3","13,6",321.0,27.0,138.0,Lyon
2024.0,Appartement,"11,8","11,6",530.0,48.0,538.0,Lyon
2024.0,Appartement,"9,6","9,7",642.0,68.0,606.0,Lyon
2024.0,Appartement,"8,9","8,9",760.0,87.0,344.0,Lyon
2024.0,Appartement,"11,2","10,5",594.0,59.0,526.0,Lyon
2024.0,Appartement,,,,,46.0,Lyon
2024.0,Appartement,"12,0","11,7",540.0,46.0,182.0,Lyon
2024.0,Appartement,"9,5","9,7",642.0,67.0,200.0,Lyon
2024.0,Appartement,"11,3","10,1",776.0,81.0,98.0,Lyon
2024.0,Appartement,"10,4","9,8",640.0,65.0,1100.0,Lyon
2024.0,Appartement,"13,3","13,2",399.0,29.0,92.0,Lyon
2024.0,Appartement,"11,8","11,5",530.0,48.0,356.0,Lyon
