Ville;Type_bien;loyer_median;loyer_mensuel_median;surface_moyenne;nombre_observations;prix_achat_median;surface_median;loyer_annuel;rendement_%
Lille;Appartement;12,8;650.0;58.0;116.0;204000.0;49.5;7800.0;3.823529411764706
Lille;Appartement;12,6;570.0;52.0;321.0;204000.0;49.5;6840.0;3.3529411764705883
Lille;Appartement;12,0;646.0;57.0;3450.0;204000.0;49.5;7752.0;3.8
Lille;Appartement;12,1;664.0;58.0;1418.0;204000.0;49.5;7968.0;3.9058823529411764
Lille;Appartement;11,9;638.0;56.0;2032.0;204000.0;49.5;7656.0;3.7529411764705882
Lille;Appartement;12,5;546.0;48.0;753.0;204000.0;49.5;6552.0;3.211764705882353
Lille;Appartement;14,4;535.0;41.0;253.0;204000.0;49.5;6420.0;3.1470588235294117
Lille;Appartement;11,7;549.0;51.0;500.0;204000.00000000003;49.5;6588.0;3.229411764705882
Lille;Appartement;10,8;606.0;58.0;319.0;203999.99999999997;49.5;7272.0;3.5647058823529414
Lille;Appartement;10,9;579.0;57.0;89.0;203999.99999999997;49.5;6948.0;3.405882352941177
Lille;Appartement;10,6;617.0;58.0;230.0;204000.0;49.5;7404.0;3.6294117647058823
Lille;Appartement;11,6;580.0;55.0;869.0;203999.99999999997;49.5;6960.0;3.4117647058823537
Lille;Appartement;12,5;595.0;53.0;256.0;203999.99999999997;49.5;7140.0;3.5000000000000004
Lille;Appartement;10,9;565.0;57.0;613.0;204000.00000000003;49.5;6780.0;3.3235294117647056
Lille;Appartement;12,8;612.0;54.0;437.0;204000.00000000003;49.5;7344.0;3.5999999999999996
Lille;Appartement;12,8;650.0;58.0;116.0;204000.0;49.5;7800.0;3.823529411764706
Lille;Appartement;12,6;570.0;52.0;321.0;204000.0;49.5;6840.0;3.3529411764705883
Lille;Appartement;12,0;646.0;57.0;3450.0;204000.0;49.5;7752.0;3.8
Lille;Appartement;12,1;664.0;58.0;1418.0;204000.0;49.5;7968.0;3.9058823529411764
Lille;Appartement;11,9;638.0;56.0;2032.0;204000.0;49.5;7656.0;3.7529411764705882
Lille;Maison;8,9;730.0;87.0;1267.0;204000.0;49.5;8760.0;4.294117647058823
Lille;Maison;10,0;630.0;66.0;315.0;204000.00000000003;49.5;7560.0;3.705882352941176
Lille;Maison;8,6;750.0;93.0;952.0;203999.99999999997;49.5;9000.0;4.411764705882353
Lille;Maison;8,9;730.0;87.0;1267.0;204000.0;49.5;8760.0;4.294117647058823
Lille;Maison;9,6;770.0;86.0;306.0;204000.0;49.5;9240.0;4.529411764705882
Lille;Maison;9,4;690.0;70.0;97.0;204000.0;49.5;8280.0;4.0588235294117645
Lille;Maison;9,6;820.0;94.0;209.0;204000.0;49.5;9840.0;4.823529411764706
Lille;Maison;8,6;716.0;87.0;961.0;204000.0;49.5;8592.0;4.211764705882353
Lille;Maison;10,3;620.0;64.0;218.0;204000.0;49.5;7440.0;3.6470588235294117
Lille;Maison;8,3;736.0;92.0;743.0;204000.00000000003;49.5;8832.0;4.329411764705881
Lille;Maison;9,6;770.0;86.0;306.0;204000.0;49.5;9240.0;4.529411764705882
Lille;Maison;9,6;770.0;86.0;306.0;204000.0;49.5;9240.0;4.529411764705882
Lille;Maison;8,6;716.0;87.0;961.0;204000.0;49.5;8592.0;4.211764705882353
Lille;Maison;8,6;716.0;87.0;961.0;204000.0;49.5;8592.0;4.211764705882353
Lille;Maison;8,6;700.0;86.0;774.0;204000.00000000003;49.5;8400.0;4.117647058823529
Lille;Maison;9,4;750.0;87.0;189.0;203999.99999999997;49.5;9000.0;4.411764705882353
Lille;Maison;8,2;700.0;86.0;585.0;204000.00000000003;49.5;8400.0;4.117647058823529
Lille;Maison;9,2;780.0;87.0;101.0;204000.00000000003;49.5;9360.0;4.588235294117647
Lille;Maison;8,9;770.0;88.0;77.0;204000.0;49.5;9240.0;4.529411764705882
Lille;Maison;9,6;915.0;94.0;77.0;203999.99999999997;49.5;10980.0;5.382352941176471
Lille;Maison;8,9;900.0;94.0;62.0;204000.0;49.5;10800.0;5.294117647058823
Lille;Maison;10,3;827.0;93.0;71.0;204000.00000000003;49.5;9924.0;4.864705882352941
Lille;Maison;10,1;840.0;95.0;59.0;204000.00000000003;49.5;10080.0;4.941176470588235
Lille;Maison;10,2;830.0;86.0;244.0;204000.00000000003;49.5;9960.0;4.882352941176469
Lille;Maison;10,0;840.0;86.0;66.0;204000.00000000003;49.5;10080.0;4.941176470588235
Lille;Maison;10,4;830.0;86.0;178.0;204000.00000000003;49.5;9960.0;4.882352941176469
Lille;Maison;8,6;700.0;86.0;774.0;204000.00000000003;49.5;8400.0;4.117647058823529
Lille;Maison;9,4;750.0;87.0;189.0;203999.99999999997;49.5;9000.0;4.411764705882353
Lille;Maison;8,2;700.0;86.0;585.0;204000.00000000003;49.5;8400.0;4.117647058823529
Lille;Maison;9,2;780.0;87.0;101.0;204000.00000000003;49.5;9360.0;4.588235294117647
Lille;Maison;8,9;770.0;88.0;77.0;204000.0;49.5;9240.0;4.529411764705882
Lille;Maison;9,6;915.0;94.0;77.0;203999.99999999997;49.5;10980.0;5.382352941176471
Lille;Maison;8,9;900.0;94.0;62.0;204000.0;49.5;10800.0;5.294117647058823
Lille;Maison;10,3;827.0;93.0;71.0;204000.00000000003;49.5;9924.0;4.864705882352941
Lille;Maison;10,1;840.0;95.0;59.0;204000.00000000003;49.5;10080.0;4.941176470588235
Lille;Maison;10,2;830.0;86.0;244.0;204000.00000000003;49.5;9960.0;4.882352941176469
Lille;Maison;10,0;840.0;86.0;66.0;204000.00000000003;49.5;10080.0;4.941176470588235
Lille;Maison;10,4;830.0;86.0;178.0;204000.00000000003;49.5;9960.0;4.882352941176469
Lille;Appartement;10,9;560.0;56.0;6080.0;203999.99999999997;49.5;6720.0;3.294117647058824
Lille;Appartement;14,0;400.0;30.0;763.0;204000.0;49.5;4800.0;2.3529411764705883
Lille;Appartement;12,0;529.0;45.0;2954.0;204000.0;49.5;6348.0;3.111764705882353
Lille;Appartement;10,1;632.0;65.0;1891.0;204000.0;49.5;7584.0;3.7176470588235295
Lille;Appartement;8,5;690.0;92.0;472.0;204000.0;49.5;8280.0;4.0588235294117645
Lille;Appartement;14,0;400.0;30.0;763.0;204000.0;49.5;4800.0;2.3529411764705883
Lille;Appartement;12,0;529.0;45.0;2954.0;204000.0;49.5;6348.0;3.111764705882353
Lille;Appartement;10,1;632.0;65.0;1891.0;204000.0;49.5;7584.0;3.7176470588235295
Lille;Appartement;8,5;690.0;92.0;472.0;204000.0;49.5;8280.0;4.0588235294117645
Lille;Appartement;11,4;576.0;54.0;2056.0;204000.00000000003;49.5;6912.0;3.3882352941176466
Lille;Appartement;13,9;418.0;32.0;241.0;203999.99999999997;49.5;5016.0;2.458823529411765
Lille;Appartement;12,2;542.0;44.0;1081.0;203999.99999999997;49.5;6504.0;3.1882352941176473
Lille;Appartement;10,5;634.0;64.0;609.0;204000.0;49.5;7608.0;3.7294117647058824
Lille;Appartement;9,8;750.0;92.0;125.0;203999.99999999997;49.5;9000.0;4.411764705882353
Lille;Appartement;10,7;550.0;57.0;4024.0;203999.99999999997;49.5;6600.0;3.2352941176470593
Lille;Appartement;14,0;395.0;29.0;522.0;203999.99999999997;49.5;4740.0;2.323529411764706
Lille;Appartement;11,8;518.0;45.0;1873.0;204000.0;49.5;6216.0;3.0470588235294116
Lille;Appartement;10,0;631.0;66.0;1282.0;204000.00000000003;49.5;7572.0;3.7117647058823526
Lille;Appartement;7,9;674.0;92.0;347.0;204000.00000000003;49.5;8088.0;3.9647058823529404
Lille;Appartement;11,4;576.0;54.0;2056.0;204000.00000000003;49.5;6912.0;3.3882352941176466
Lille;Appartement;13,9;418.0;32.0;241.0;203999.99999999997;49.5;5016.0;2.458823529411765
Lille;Appartement;12,2;542.0;44.0;1081.0;203999.99999999997;49.5;6504.0;3.1882352941176473
Lille;Appartement;10,5;634.0;64.0;609.0;204000.0;49.5;7608.0;3.7294117647058824
Lille;Appartement;9,8;750.0;92.0;125.0;203999.99999999997;49.5;9000.0;4.411764705882353
Lille;Appartement;10,7;550.0;57.0;4024.0;203999.99999999997;49.5;6600.0;3.2352941176470593
Lille;Appartement;14,0;395.0;29.0;522.0;203999.99999999997;49.5;4740.0;2.323529411764706
Lille;Appartement;11,8;518.0;45.0;1873.0;204000.0;49.5;6216.0;3.0470588235294116
Lille;Appartement;10,0;631.0;66.0;1282.0;204000.00000000003;49.5;7572.0;3.7117647058823526
Lille;Appartement;7,9;674.0;92.0;347.0;204000.00000000003;49.5;8088.0;3.9647058823529404
Lille;Appartement;11,1;550.0;52.0;1098.0;203999.99999999997;49.5;6600.0;3.2352941176470593
Lille;Appartement;11,4;580.0;54.0;324.0;203999.99999999997;49.5;6960.0;3.4117647058823537
Lille;Appartement;10,7;520.0;51.0;774.0;203999.99999999997;49.5;6240.0;3.0588235294117654
Lille;Appartement;9,9;550.0;58.0;288.0;203999.99999999997;49.5;6600.0;3.2352941176470593
Lille;Appartement;10,6;530.0;54.0;73.0;204000.0;49.5;6360.0;3.1176470588235294
Lille;Appartement;9,8;550.0;60.0;215.0;203999.99999999997;49.5;6600.0;3.2352941176470593
Lille;Appartement;10,4;540.0;57.0;621.0;204000.00000000003;49.5;6480.0;3.176470588235294
Lille;Appartement;11,1;570.0;54.0;155.0;204000.0;49.5;6840.0;3.3529411764705883
Lille;Appartement;10,2;530.0;59.0;466.0;204000.0;49.5;6360.0;3.1176470588235294
Lille;Appartement;10,8;578.0;63.0;322.0;203999.99999999997;49.5;6936.0;3.4000000000000004
Lille;Appartement;11,7;545.0;55.0;76.0;204000.0;49.5;6540.0;3.2058823529411766
Lille;Appartement;10,6;605.0;67.0;246.0;203999.99999999997;49.5;7260.0;3.558823529411765
Lille;Appartement;11,1;592.0;57.0;3751.0;204000.0;49.5;7104.0;3.4823529411764707
Lille;Appartement;11,5;580.0;54.0;1428.0;203999.99999999997;49.5;6960.0;3.4117647058823537
Lille;Appartement;11,0;602.0;59.0;2323.0;204000.0;49.5;7224.0;3.541176470588235
Lille;Appartement;11,1;550.0;52.0;1098.0;203999.99999999997;49.5;6600.0;3.2352941176470593
Lille;Appartement;11,4;580.0;54.0;324.0;203999.99999999997;49.5;6960.0;3.4117647058823537
Lille;Appartement;10,7;520.0;51.0;774.0;203999.99999999997;49.5;6240.0;3.0588235294117654
Lille;Appartement;9,9;550.0;58.0;288.0;203999.99999999997;49.5;6600.0;3.2352941176470593
Lille;Appartement;10,6;530.0;54.0;73.0;204000.0;49.5;6360.0;3.1176470588235294
Lille;Appartement;9,8;550.0;60.0;215.0;203999.99999999997;49.5;6600.0;3.2352941176470593
Lille;Appartement;10,4;540.0;57.0;621.0;204000.00000000003;49.5;6480.0;3.176470588235294
Lille;Appartement;11,1;570.0;54.0;155.0;204000.0;49.5;6840.0;3.3529411764705883
Lille;Appartement;10,2;530.0;59.0;466.0;204000.0;49.5;6360.0;3.1176470588235294
Lille;Appartement;10,8;578.0;63.0;322.0;203999.99999999997;49.5;6936.0;3.4000000000000004
Lille;Appartement;11,7;545.0;55.0;76.0;204000.0;49.5;6540.0;3.2058823529411766
Lille;Appartement;10,6;605.0;67.0;246.0;203999.99999999997;49.5;7260.0;3.558823529411765
Lille;Appartement;11,1;592.0;57.0;3751.0;204000.0;49.5;7104.0;3.4823529411764707
Lille;Appartement;11,5;580.0;54.0;1428.0;203999.99999999997;49.5;6960.0;3.4117647058823537
Lille;Appartement;11,0;602.0;59.0;2323.0;204000.0;49.5;7224.0;3.541176470588235
Marseille;Maison;12,5;976.0;87.0;1303.0;3729234.1100000003;1153.75;11712.0;0.3140591245959616
Marseille;Maison;13,3;780.0;62.0;597.0;3729234.11;1153.75;9360.0;0.2509898741648054
Marseille;Maison;12,1;1200.0;108.0;706.0;3729234.11;1153.75;14400.0;0.38613826794585443
Marseille;Maison;12,5;976.0;87.0;1303.0;3729234.1100000003;1153.75;11712.0;0.3140591245959616
Marseille;Maison;13,9;1138.0;89.0;331.0;3729234.1100000003;1153.75;13656.0;0.36618779076865193
Marseille;Maison;13,9;805.0;67.0;146.0;3729234.1100000003;1153.75;9660.0;0.25903442141367733
Marseille;Maison;13,7;1350.0;109.0;185.0;3729234.1100000003;1153.75;16200.0;0.43440555143908616
Marseille;Maison;12,4;945.0;86.0;972.0;3729234.11;1153.75;11340.0;0.30408388600736036
Marseille;Maison;12,9;775.0;61.0;451.0;3729234.1100000003;1153.75;9300.0;0.24938096471503096
Marseille;Maison;11,8;1192.0;107.0;521.0;3729234.1100000003;1153.75;14304.0;0.3835640128262154
Marseille;Maison;13,9;1138.0;89.0;331.0;3729234.1100000003;1153.75;13656.0;0.36618779076865193
Marseille;Maison;13,9;1138.0;89.0;331.0;3729234.1100000003;1153.75;13656.0;0.36618779076865193
Marseille;Maison;12,4;945.0;86.0;972.0;3729234.11;1153.75;11340.0;0.30408388600736036
Marseille;Maison;12,4;945.0;86.0;972.0;3729234.11;1153.75;11340.0;0.30408388600736036
Marseille;Maison;11,6;815.0;82.0;374.0;3729234.1100000003;1153.75;9780.0;0.2622522403132261
Marseille;Maison;12,5;750.0;63.0;225.0;3729234.11;1153.75;9000.0;0.24133641746615903
Marseille;Maison;10,7;1000.0;107.0;149.0;3729234.1100000003;1153.75;12000.0;0.32178188995487866
Marseille;Maison;12,2;820.0;88.0;82.0;3729234.1100000003;1153.75;9840.0;0.2638611497630005
Marseille;Maison;11,5;815.0;80.0;292.0;3729234.1100000003;1153.75;9780.0;0.2622522403132261
Marseille;Maison;11,7;820.0;80.0;256.0;3729234.1100000003;1153.75;9840.0;0.2638611497630005
Marseille;Maison;11,8;750.0;63.0;146.0;3729234.11;1153.75;9000.0;0.24133641746615903
Marseille;Maison;11,6;1115.0;111.0;110.0;3729234.1100000003;1153.75;13380.0;0.3587868072996897
Marseille;Maison;14,0;1087.0;91.0;64.0;3729234.1100000003;1153.75;13044.0;0.3497769143809531
Marseille;Maison;11,0;800.0;76.0;192.0;3729234.11;1153.75;9600.0;0.25742551196390295
Marseille;Maison;13,4;1139.0;97.0;276.0;3729234.1100000003;1153.75;13668.0;0.3665095726586068
Marseille;Maison;16,7;800.0;57.0;83.0;3729234.11;1153.75;9600.0;0.25742551196390295
Marseille;Maison;13,1;1250.0;112.0;193.0;3729234.11;1153.75;15000.0;0.40222736244359836
Marseille;Maison;14,0;1100.0;86.0;67.0;3729234.11;1153.75;13200.0;0.3539600789503666
Marseille;Maison;13,0;1139.0;100.0;209.0;3729234.1100000003;1153.75;13668.0;0.3665095726586068
Marseille;Maison;13,1;1200.0;93.0;163.0;3729234.11;1153.75;14400.0;0.38613826794585443
Marseille;Maison;14,5;800.0;59.0;53.0;3729234.11;1153.75;9600.0;0.25742551196390295
Marseille;Maison;12,5;1300.0;111.0;110.0;3729234.1100000003;1153.75;15600.0;0.41831645694134223
Marseille;Maison;12,9;1200.0;96.0;114.0;3729234.11;1153.75;14400.0;0.38613826794585443
Marseille;Maison;13,8;1200.0;90.0;234.0;3729234.11;1153.75;14400.0;0.38613826794585443
Marseille;Maison;14,1;900.0;63.0;90.0;3729234.1100000003;1153.75;10800.0;0.2896037009593908
Marseille;Maison;13,3;1250.0;101.0;144.0;3729234.11;1153.75;15000.0;0.40222736244359836
Marseille;Maison;15,2;1360.0;100.0;69.0;3729234.11;1153.75;16320.0;0.437623370338635
Marseille;Maison;13,3;1200.0;88.0;165.0;3729234.11;1153.75;14400.0;0.38613826794585443
Marseille;Maison;11,6;815.0;82.0;374.0;3729234.1100000003;1153.75;9780.0;0.2622522403132261
Marseille;Maison;11,6;815.0;82.0;374.0;3729234.1100000003;1153.75;9780.0;0.2622522403132261
Marseille;Maison;12,2;820.0;88.0;82.0;3729234.1100000003;1153.75;9840.0;0.2638611497630005
Marseille;Maison;11,5;815.0;80.0;292.0;3729234.1100000003;1153.75;9780.0;0.2622522403132261
Marseille;Maison;11,7;820.0;80.0;256.0;3729234.1100000003;1153.75;9840.0;0.2638611497630005
Marseille;Maison;11,7;820.0;80.0;256.0;3729234.1100000003;1153.75;9840.0;0.2638611497630005
Marseille;Maison;14,0;1087.0;91.0;64.0;3729234.1100000003;1153.75;13044.0;0.3497769143809531
Marseille;Maison;11,0;800.0;76.0;192.0;3729234.11;1153.75;9600.0;0.25742551196390295
Marseille;Maison;13,4;1139.0;97.0;276.0;3729234.1100000003;1153.75;13668.0;0.3665095726586068
Marseille;Maison;13,4;1139.0;97.0;276.0;3729234.1100000003;1153.75;13668.0;0.3665095726586068
Marseille;Maison;14,0;1100.0;86.0;67.0;3729234.11;1153.75;13200.0;0.3539600789503666
Marseille;Maison;13,0;1139.0;100.0;209.0;3729234.1100000003;1153.75;13668.0;0.3665095726586068
Marseille;Maison;13,1;1200.0;93.0;163.0;3729234.11;1153.75;14400.0;0.38613826794585443
Marseille;Maison;13,1;1200.0;93.0;163.0;3729234.11;1153.75;14400.0;0.38613826794585443
Marseille;Maison;12,9;1200.0;96.0;114.0;3729234.11;1153.75;14400.0;0.38613826794585443
Marseille;Maison;13,8;1200.0;90.0;234.0;3729234.11;1153.75;14400.0;0.38613826794585443
Marseille;Maison;13,8;1200.0;90.0;234.0;3729234.11;1153.75;14400.0;0.38613826794585443
Marseille;Maison;15,2;1360.0;100.0;69.0;3729234.11;1153.75;16320.0;0.437623370338635
Marseille;Maison;13,3;1200.0;88.0;165.0;3729234.11;1153.75;14400.0;0.38613826794585443
Marseille;Appartement;13,3;670.0;55.0;27496.0;3729234.1100000003;1153.75;8040.0;0.2155938662697687
Marseille;Appartement;17,5;480.0;28.0;4662.0;3729234.11;1153.75;5760.0;0.1544553071783418
Marseille;Appartement;14,6;610.0;43.0;10633.0;3729234.1100000003;1153.75;7320.0;0.196286952872476
Marseille;Appartement;12,1;750.0;64.0;9194.0;3729234.11;1153.75;9000.0;0.24133641746615903
Marseille;Appartement;10,7;900.0;89.0;3007.0;3729234.1100000003;1153.75;10800.0;0.2896037009593908
Marseille;Appartement;17,5;480.0;28.0;4662.0;3729234.11;1153.75;5760.0;0.1544553071783418
Marseille;Appartement;14,6;610.0;43.0;10633.0;3729234.1100000003;1153.75;7320.0;0.196286952872476
Marseille;Appartement;12,1;750.0;64.0;9194.0;3729234.11;1153.75;9000.0;0.24133641746615903
Marseille;Appartement;10,7;900.0;89.0;3007.0;3729234.1100000003;1153.75;10800.0;0.2896037009593908
Marseille;Appartement;14,3;690.0;53.0;8245.0;3729234.1100000003;1153.75;8280.0;0.22202950406886626
Marseille;Appartement;19,7;500.0;26.0;1642.0;3729234.1100000003;1153.75;6000.0;0.16089094497743933
Marseille;Appartement;15,4;629.0;42.0;3409.0;3729234.11;1153.75;7548.0;0.2024008087816187
Marseille;Appartement;13,0;801.0;63.0;2531.0;3729234.1100000003;1153.75;9612.0;0.2577472938538578
Marseille;Appartement;11,3;969.0;93.0;663.0;3729234.1100000003;1153.75;11628.0;0.31180665136627744
Marseille;Appartement;12,9;662.0;56.0;19251.0;3729234.1100000003;1153.75;7944.0;0.21301961115012968
Marseille;Appartement;16,7;470.0;29.0;3020.0;3729234.1100000003;1153.75;5640.0;0.15123748827879296
Marseille;Appartement;14,3;600.0;43.0;7224.0;3729234.11;1153.75;7200.0;0.19306913397292721
Marseille;Appartement;11,8;745.0;64.0;6663.0;3729234.1100000003;1153.75;8940.0;0.2397275080163846
Marseille;Appartement;10,6;877.0;88.0;2344.0;3729234.1100000003;1153.75;10524.0;0.2822027174904286
Marseille;Appartement;14,3;690.0;53.0;8245.0;3729234.1100000003;1153.75;8280.0;0.22202950406886626
Marseille;Appartement;19,7;500.0;26.0;1642.0;3729234.1100000003;1153.75;6000.0;0.16089094497743933
Marseille;Appartement;15,4;629.0;42.0;3409.0;3729234.11;1153.75;7548.0;0.2024008087816187
Marseille;Appartement;13,0;801.0;63.0;2531.0;3729234.1100000003;1153.75;9612.0;0.2577472938538578
Marseille;Appartement;11,3;969.0;93.0;663.0;3729234.1100000003;1153.75;11628.0;0.31180665136627744
Marseille;Appartement;12,9;662.0;56.0;19251.0;3729234.1100000003;1153.75;7944.0;0.21301961115012968
Marseille;Appartement;16,7;470.0;29.0;3020.0;3729234.1100000003;1153.75;5640.0;0.15123748827879296
Marseille;Appartement;14,3;600.0;43.0;7224.0;3729234.11;1153.75;7200.0;0.19306913397292721
Marseille;Appartement;11,8;745.0;64.0;6663.0;3729234.1100000003;1153.75;8940.0;0.2397275080163846
Marseille;Appartement;10,6;877.0;88.0;2344.0;3729234.1100000003;1153.75;10524.0;0.2822027174904286
Marseille;Appartement;13,1;600.0;52.0;8426.0;3729234.11;1153.75;7200.0;0.19306913397292721
Marseille;Appartement;16,9;477.0;29.0;1892.0;3729234.1100000003;1153.75;5724.0;0.15348996150847713
Marseille;Appartement;13,9;580.0;42.0;3588.0;3729234.1100000003;1153.75;6960.0;0.18663349617382963
Marseille;Appartement;11,6;720.0;64.0;2257.0;3729234.1100000003;1153.75;8640.0;0.23168296076751263
Marseille;Appartement;10,1;900.0;101.0;689.0;3729234.1100000003;1153.75;10800.0;0.2896037009593908
Marseille;Appartement;14,4;620.0;50.0;2393.0;3729234.1100000003;1153.75;7440.0;0.19950477177202475
Marseille;Appartement;12,8;600.0;53.0;6033.0;3729234.11;1153.75;7200.0;0.19306913397292721
Marseille;Appartement;12,3;670.0;58.0;5774.0;3729234.1100000003;1153.75;8040.0;0.2155938662697687
Marseille;Appartement;17,2;480.0;27.0;783.0;3729234.11;1153.75;5760.0;0.1544553071783418
Marseille;Appartement;14,0;592.0;42.0;1688.0;3729234.1100000003;1153.75;7104.0;0.19049487885328817
Marseille;Appartement;11,6;719.0;63.0;2322.0;3729234.1100000003;1153.75;8628.0;0.23136117887755775
Marseille;Appartement;10,7;838.0;82.0;981.0;3729234.1100000003;1153.75;10056.0;0.2696532237821883
Marseille;Appartement;13,5;695.0;55.0;1501.0;3729234.11;1153.75;8340.0;0.2236384135186407
Marseille;Appartement;11,9;660.0;59.0;4273.0;3729234.1100000003;1153.75;7920.0;0.21237604737021992
Marseille;Appartement;12,2;700.0;62.0;2940.0;3729234.1100000003;1153.75;8400.0;0.22524732296841507
Marseille;Appartement;17,3;500.0;29.0;705.0;3729234.1100000003;1153.75;6000.0;0.16089094497743933
Marseille;Appartement;13,8;620.0;47.0;853.0;3729234.1100000003;1153.75;7440.0;0.19950477177202475
Marseille;Appartement;11,7;750.0;66.0;860.0;3729234.11;1153.75;9000.0;0.24133641746615903
Marseille;Appartement;10,4;890.0;88.0;522.0;3729234.11;1153.75;10680.0;0.28638588205984206
Marseille;Appartement;13,2;723.0;60.0;855.0;3729234.1100000003;1153.75;8676.0;0.23264830643737727
Marseille;Appartement;11,9;700.0;62.0;2085.0;3729234.1100000003;1153.75;8400.0;0.22524732296841507
Marseille;Appartement;14,9;730.0;54.0;2636.0;3729234.1100000003;1153.75;8760.0;0.2349007796670614
Marseille;Appartement;20,8;500.0;25.0;541.0;3729234.1100000003;1153.75;6000.0;0.16089094497743933
Marseille;Appartement;16,3;689.0;43.0;1130.0;3729234.1100000003;1153.75;8268.0;0.2217077221789114
Marseille;Appartement;13,0;838.0;66.0;730.0;3729234.1100000003;1153.75;10056.0;0.2696532237821883
Marseille;Appartement;12,0;1042.0;91.0;235.0;3729234.11;1153.75;12504.0;0.3352967293329836
Marseille;Appartement;16,1;698.0;49.0;850.0;3729234.1100000003;1153.75;8376.0;0.22460375918850528
Marseille;Appartement;14,4;736.0;56.0;1786.0;3729234.1100000003;1153.75;8832.0;0.2368314710067907
Marseille;Appartement;14,3;728.0;54.0;7720.0;3729234.1100000003;1153.75;8736.0;0.23425721588715168
Marseille;Appartement;16,6;465.0;29.0;741.0;3729234.1100000003;1153.75;5580.0;0.14962857882901856
Marseille;Appartement;15,5;650.0;43.0;3374.0;3729234.1100000003;1153.75;7800.0;0.20915822847067111
Marseille;Appartement;13,3;828.0;63.0;3025.0;3729234.11;1153.75;9936.0;0.2664354048826396
Marseille;Appartement;11,5;980.0;88.0;580.0;3729234.1100000003;1153.75;11760.0;0.3153462521557811
Marseille;Appartement;14,8;730.0;52.0;2646.0;3729234.1100000003;1153.75;8760.0;0.2349007796670614
Marseille;Appartement;14,1;727.0;54.0;5074.0;3729234.1100000003;1153.75;8724.0;0.23393543399719677
Marseille;Appartement;13,1;600.0;52.0;8426.0;3729234.11;1153.75;7200.0;0.19306913397292721
Marseille;Appartement;16,9;477.0;29.0;1892.0;3729234.1100000003;1153.75;5724.0;0.15348996150847713
Marseille;Appartement;13,9;580.0;42.0;3588.0;3729234.1100000003;1153.75;6960.0;0.18663349617382963
Marseille;Appartement;11,6;720.0;64.0;2257.0;3729234.1100000003;1153.75;8640.0;0.23168296076751263
Marseille;Appartement;10,1;900.0;101.0;689.0;3729234.1100000003;1153.75;10800.0;0.2896037009593908
Marseille;Appartement;14,4;620.0;50.0;2393.0;3729234.1100000003;1153.75;7440.0;0.19950477177202475
Marseille;Appartement;12,8;600.0;53.0;6033.0;3729234.11;1153.75;7200.0;0.19306913397292721
Marseille;Appartement;12,3;670.0;58.0;5774.0;3729234.1100000003;1153.75;8040.0;0.2155938662697687
Marseille;Appartement;17,2;480.0;27.0;783.0;3729234.11;1153.75;5760.0;0.1544553071783418
Marseille;Appartement;14,0;592.0;42.0;1688.0;3729234.1100000003;1153.75;7104.0;0.19049487885328817
Marseille;Appartement;11,6;719.0;63.0;2322.0;3729234.1100000003;1153.75;8628.0;0.23136117887755775
Marseille;Appartement;10,7;838.0;82.0;981.0;3729234.1100000003;1153.75;10056.0;0.2696532237821883
Marseille;Appartement;13,5;695.0;55.0;1501.0;3729234.11;1153.75;8340.0;0.2236384135186407
Marseille;Appartement;11,9;660.0;59.0;4273.0;3729234.1100000003;1153.75;7920.0;0.21237604737021992
Marseille;Appartement;12,2;700.0;62.0;2940.0;3729234.1100000003;1153.75;8400.0;0.22524732296841507
Marseille;Appartement;17,3;500.0;29.0;705.0;3729234.1100000003;1153.75;6000.0;0.16089094497743933
Marseille;Appartement;13,8;620.0;47.0;853.0;3729234.1100000003;1153.75;7440.0;0.19950477177202475
Marseille;Appartement;11,7;750.0;66.0;860.0;3729234.11;1153.75;9000.0;0.24133641746615903
Marseille;Appartement;10,4;890.0;88.0;522.0;3729234.11;1153.75;10680.0;0.28638588205984206
Marseille;Appartement;13,2;723.0;60.0;855.0;3729234.1100000003;1153.75;8676.0;0.23264830643737727
Marseille;Appartement;11,9;700.0;62.0;2085.0;3729234.1100000003;1153.75;8400.0;0.22524732296841507
Marseille;Appartement;14,9;730.0;54.0;2636.0;3729234.1100000003;1153.75;8760.0;0.2349007796670614
Marseille;Appartement;20,8;500.0;25.0;541.0;3729234.1100000003;1153.75;6000.0;0.16089094497743933
Marseille;Appartement;16,3;689.0;43.0;1130.0;3729234.1100000003;1153.75;8268.0;0.2217077221789114
Marseille;Appartement;13,0;838.0;66.0;730.0;3729234.1100000003;1153.75;10056.0;0.2696532237821883
Marseille;Appartement;12,0;1042.0;91.0;235.0;3729234.11;1153.75;12504.0;0.3352967293329836
Marseille;Appartement;16,1;698.0;49.0;850.0;3729234.1100000003;1153.75;8376.0;0.22460375918850528
Marseille;Appartement;14,4;736.0;56.0;1786.0;3729234.1100000003;1153.75;8832.0;0.2368314710067907
Marseille;Appartement;14,3;728.0;54.0;7720.0;3729234.1100000003;1153.75;8736.0;0.23425721588715168
Marseille;Appartement;16,6;465.0;29.0;741.0;3729234.1100000003;1153.75;5580.0;0.14962857882901856
Marseille;Appartement;15,5;650.0;43.0;3374.0;3729234.1100000003;1153.75;7800.0;0.20915822847067111
Marseille;Appartement;13,3;828.0;63.0;3025.0;3729234.11;1153.75;9936.0;0.2664354048826396
