Ville;Type_bien;loyer_median;loyer_mensuel_median;loyer_annuel;surface_moyenne;prix_m2_appartement;prix_achat_calc;rendement_%
Grenoble;Appartement;13,7;500.0;6000.0;37.0;2588;95756.0;6.2659258949830825
Grenoble;Appartement;13,6;620.0;7440.0;46.0;2588;119048.0;6.249580001343995
Grenoble;Appartement;11,7;760.0;9120.0;66.0;2588;170808.0;5.339328368694675
Grenoble;Appartement;11,4;960.0;11520.0;91.0;2588;235508.0;4.891553577797782
Grenoble;Appartement;13,5;700.0;8400.0;56.0;2588;144928.0;5.795981452859351
Grenoble;Appartement;12,3;720.0;8640.0;61.0;2588;157868.0;5.472926748929485
Grenoble;Appartement;11,9;590.0;7080.0;61.0;2588;157868.0;4.484759419261661
Grenoble;Appartement;14,1;420.0;5040.0;31.0;2588;80228.0;6.282096026324973
Grenoble;Appartement;12,4;530.0;6360.0;46.0;2588;119048.0;5.342382904374706
Grenoble;Appartement;11,2;669.0;8028.0;63.0;2588;163044.0;4.92382424376242
Grenoble;Appartement;10,0;980.0;11760.0;110.0;2588;284680.0;4.130954053674301
Grenoble;Appartement;11,0;600.0;7200.0;61.0;2588;157868.0;4.560772290774571
Grenoble;Appartement;12,0;579.0;6948.0;61.0;2588;157868.0;4.4011452605974615
Grenoble;Appartement;10,8;636.0;7632.0;62.0;2588;160456.0;4.75644413421748
Grenoble;Appartement;15,4;410.0;4920.0;27.0;2588;69876.0;7.041044135325433
Grenoble;Appartement;13,3;569.0;6828.0;43.0;2588;111284.0;6.135652924050178
Grenoble;Appartement;10,8;645.0;7740.0;62.0;2588;160456.0;4.823752305928105
Grenoble;Appartement;9,7;730.0;8760.0;81.0;2588;209628.0;4.178831072185014
Grenoble;Appartement;11,3;650.0;7800.0;60.0;2588;155280.0;5.023183925811438
Grenoble;Appartement;10,7;631.0;7572.0;63.0;2588;163044.0;4.644145138735556
Grenoble;Appartement;11,2;700.0;8400.0;69.0;2588;178572.0;4.703984947248169
Grenoble;Appartement;15,0;450.0;5400.0;31.0;2588;80228.0;6.730817171062473
Grenoble;Appartement;12,4;580.0;6960.0;46.0;2588;119048.0;5.846381291579867
Grenoble;Appartement;10,6;743.0;8916.0;70.0;2588;181160.0;4.921616250827998
Grenoble;Appartement;10,0;900.0;10800.0;97.0;2588;251036.0;4.302171800060549
Grenoble;Appartement;11,3;775.0;9300.0;68.0;2588;175984.0;5.284571324665879
Grenoble;Appartement;11,2;687.0;8244.0;69.0;2588;178572.0;4.6166252267992745
Grenoble;Appartement;12,5;710.0;8520.0;60.0;2588;155280.0;5.486862442040186
Grenoble;Appartement;15,1;480.0;5760.0;32.0;2588;82816.0;6.9551777434312205
Grenoble;Appartement;13,5;615.0;7380.0;46.0;2588;119048.0;6.19918016262348
Grenoble;Appartement;11,8;778.0;9336.0;67.0;2588;173396.0;5.384207248148746
Grenoble;Appartement;11,0;970.0;11640.0;97.0;2588;251036.0;4.636785162287481
Grenoble;Appartement;12,9;710.0;8520.0;58.0;2588;150104.0;5.676064595213985
Grenoble;Appartement;12,3;707.0;8484.0;61.0;2588;157868.0;5.374110015962703
Grenoble;Appartement;10,9;625.0;7500.0;62.0;2588;160456.0;4.674178591015606
Grenoble;Appartement;14,4;444.0;5328.0;31.0;2588;80228.0;6.641072942114973
Grenoble;Appartement;12,3;540.0;6480.0;44.0;2588;113872.0;5.690599971898272
Grenoble;Appartement;10,7;670.0;8040.0;64.0;2588;165632.0;4.854134466769707
Grenoble;Appartement;9,8;765.0;9180.0;86.0;2588;222568.0;4.124582150174329
Grenoble;Appartement;14,4;444.0;5328.0;31.0;2588;80228.0;6.641072942114973
Grenoble;Appartement;12,3;540.0;6480.0;44.0;2588;113872.0;5.690599971898272
Grenoble;Appartement;10,7;670.0;8040.0;64.0;2588;165632.0;4.854134466769707
Grenoble;Appartement;9,8;765.0;9180.0;86.0;2588;222568.0;4.124582150174329
Grenoble;Appartement;11,3;665.0;7980.0;62.0;2588;160456.0;4.973326020840604
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;12,7;536.0;6432.0;41.0;2588;106108.0;6.061748407283146
Grenoble;Appartement;11,0;680.0;8160.0;62.0;2588;160456.0;5.085506307024979
Grenoble;Appartement;10,5;888.0;10656.0;91.0;2588;235508.0;4.524687059462948
Grenoble;Appartement;10,7;608.0;7296.0;62.0;2588;160456.0;4.547040933339981
Grenoble;Appartement;14,0;436.0;5232.0;31.0;2588;80228.0;6.521413970184972
Grenoble;Appartement;12,2;540.0;6480.0;45.0;2588;116460.0;5.564142194744977
Grenoble;Appartement;10,5;660.0;7920.0;64.0;2588;165632.0;4.781684698608965
Grenoble;Appartement;9,4;720.0;8640.0;84.0;2588;217392.0;3.974387281960698
Grenoble;Appartement;11,3;665.0;7980.0;62.0;2588;160456.0;4.973326020840604
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;12,7;536.0;6432.0;41.0;2588;106108.0;6.061748407283146
Grenoble;Appartement;11,0;680.0;8160.0;62.0;2588;160456.0;5.085506307024979
Grenoble;Appartement;10,5;888.0;10656.0;91.0;2588;235508.0;4.524687059462948
Grenoble;Appartement;10,7;608.0;7296.0;62.0;2588;160456.0;4.547040933339981
Grenoble;Appartement;14,0;436.0;5232.0;31.0;2588;80228.0;6.521413970184972
Grenoble;Appartement;12,2;540.0;6480.0;45.0;2588;116460.0;5.564142194744977
Grenoble;Appartement;10,5;660.0;7920.0;64.0;2588;165632.0;4.781684698608965
Grenoble;Appartement;9,4;720.0;8640.0;84.0;2588;217392.0;3.974387281960698
Grenoble;Appartement;10,9;640.0;7680.0;66.0;2588;170808.0;4.496276521006042
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;10,1;665.0;7980.0;65.0;2588;168220.0;4.743787896801807
Grenoble;Appartement;10,3;888.0;10656.0;101.0;2588;261388.0;4.07669824169434
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;10,8;590.0;7080.0;62.0;2588;160456.0;4.412424589918731
Grenoble;Appartement;10,4;600.0;7200.0;59.0;2588;152692.0;4.715374741309302
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;11,0;500.0;6000.0;45.0;2588;116460.0;5.151983513652756
Grenoble;Appartement;10,7;621.0;7452.0;60.0;2588;155280.0;4.799072642967542
Grenoble;Appartement;9,4;632.0;7584.0;74.0;2588;191512.0;3.9600651656293078
Grenoble;Appartement;11,1;630.0;7560.0;57.0;2588;147516.0;5.12486781094932
Grenoble;Appartement;10,0;580.0;6960.0;60.0;2588;155280.0;4.482225656877898
Grenoble;Appartement;10,5;625.0;7500.0;64.0;2588;165632.0;4.528110510046368
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;10,5;640.0;7680.0;65.0;2588;168220.0;4.565450005944596
Grenoble;Appartement;8,6;725.0;8700.0;84.0;2588;217392.0;4.00198719364098
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;10,1;635.0;7620.0;66.0;2588;170808.0;4.461149360685682
Grenoble;Appartement;11,0;626.0;7512.0;64.0;2588;165632.0;4.535355486862442
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;10,4;980.0;11760.0;100.0;2588;258800.0;4.544049459041731
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;11,1;630.0;7560.0;63.0;2588;163044.0;4.636785162287481
Grenoble;Appartement;12,0;700.0;8400.0;62.0;2588;160456.0;5.2350800219374785
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;13,1;589.0;7068.0;44.0;2588;113872.0;6.2069692286075595
Grenoble;Appartement;11,5;753.0;9036.0;66.0;2588;170808.0;5.290150344246171
Grenoble;Appartement;10,2;841.0;10092.0;89.0;2588;230332.0;4.381501484813226
Grenoble;Appartement;12,6;700.0;8400.0;59.0;2588;152692.0;5.50127053152752
Grenoble;Appartement;11,8;700.0;8400.0;63.0;2588;163044.0;5.151983513652756
Grenoble;Appartement;10,9;640.0;7680.0;66.0;2588;170808.0;4.496276521006042
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;10,1;665.0;7980.0;65.0;2588;168220.0;4.743787896801807
Grenoble;Appartement;10,3;888.0;10656.0;101.0;2588;261388.0;4.07669824169434
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;10,8;590.0;7080.0;62.0;2588;160456.0;4.412424589918731
Grenoble;Appartement;10,4;600.0;7200.0;59.0;2588;152692.0;4.715374741309302
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;11,0;500.0;6000.0;45.0;2588;116460.0;5.151983513652756
Grenoble;Appartement;10,7;621.0;7452.0;60.0;2588;155280.0;4.799072642967542
Grenoble;Appartement;9,4;632.0;7584.0;74.0;2588;191512.0;3.9600651656293078
Grenoble;Appartement;11,1;630.0;7560.0;57.0;2588;147516.0;5.12486781094932
Grenoble;Appartement;10,0;580.0;6960.0;60.0;2588;155280.0;4.482225656877898
Grenoble;Appartement;10,5;625.0;7500.0;64.0;2588;165632.0;4.528110510046368
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;10,5;640.0;7680.0;65.0;2588;168220.0;4.565450005944596
Grenoble;Appartement;8,6;725.0;8700.0;84.0;2588;217392.0;4.00198719364098
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;10,1;635.0;7620.0;66.0;2588;170808.0;4.461149360685682
Grenoble;Appartement;11,7;690.0;8280.0;63.0;2588;163044.0;5.078383749172002
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;12,7;580.0;6960.0;45.0;2588;116460.0;5.976300875837198
Grenoble;Appartement;11,3;732.0;8784.0;67.0;2588;173396.0;5.0658608041708
Grenoble;Appartement;10,2;894.0;10728.0;94.0;2588;243272.0;4.409878654345753
Grenoble;Appartement;12,0;690.0;8280.0;62.0;2588;160456.0;5.160293164481229
Grenoble;Appartement;11,7;680.0;8160.0;63.0;2588;163044.0;5.004783984691249
Grenoble;Appartement;9,8;570.0;6840.0;62.0;2588;160456.0;4.262850875006232
Grenoble;Appartement;12,5;380.0;4560.0;30.0;2588;77640.0;5.873261205564142
Grenoble;Appartement;11,1;500.0;6000.0;46.0;2588;119048.0;5.039983872051609
Grenoble;Appartement;9,5;600.0;7200.0;65.0;2588;168220.0;4.280109380573059
Grenoble;Appartement;8,8;720.0;8640.0;89.0;2588;230332.0;3.751107097580883
Grenoble;Appartement;12,5;380.0;4560.0;30.0;2588;77640.0;5.873261205564142
Grenoble;Appartement;11,1;500.0;6000.0;46.0;2588;119048.0;5.039983872051609
Grenoble;Appartement;9,5;600.0;7200.0;65.0;2588;168220.0;4.280109380573059
Grenoble;Appartement;8,8;720.0;8640.0;89.0;2588;230332.0;3.751107097580883
Grenoble;Appartement;10,3;570.0;6840.0;60.0;2588;155280.0;4.404945904173107
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;11,9;510.0;6120.0;45.0;2588;116460.0;5.255023183925812
Grenoble;Appartement;9,5;600.0;7200.0;64.0;2588;165632.0;4.346986089644513
Grenoble;Appartement;9,3;770.0;9240.0;91.0;2588;235508.0;3.9234335988586375
Grenoble;Appartement;9,7;573.0;6876.0;63.0;2588;163044.0;4.217266504747185
Grenoble;Appartement;12,1;360.0;4320.0;30.0;2588;77640.0;5.564142194744977
Grenoble;Appartement;10,9;490.0;5880.0;46.0;2588;119048.0;4.9391841946105774
Grenoble;Appartement;9,4;600.0;7200.0;66.0;2588;170808.0;4.215259238443164
Grenoble;Appartement;8,7;710.0;8520.0;89.0;2588;230332.0;3.69900838789226
Grenoble;Appartement;10,3;570.0;6840.0;60.0;2588;155280.0;4.404945904173107
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;11,9;510.0;6120.0;45.0;2588;116460.0;5.255023183925812
Grenoble;Appartement;9,5;600.0;7200.0;64.0;2588;165632.0;4.346986089644513
Grenoble;Appartement;9,3;770.0;9240.0;91.0;2588;235508.0;3.9234335988586375
Grenoble;Appartement;9,7;573.0;6876.0;63.0;2588;163044.0;4.217266504747185
Grenoble;Appartement;12,1;360.0;4320.0;30.0;2588;77640.0;5.564142194744977
Grenoble;Appartement;10,9;490.0;5880.0;46.0;2588;119048.0;4.9391841946105774
Grenoble;Appartement;9,4;600.0;7200.0;66.0;2588;170808.0;4.215259238443164
Grenoble;Appartement;8,7;710.0;8520.0;89.0;2588;230332.0;3.69900838789226
Grenoble;Appartement;9,5;526.0;6312.0;61.0;2588;157868.0;3.998277041579041
Grenoble;Appartement;12,1;380.0;4560.0;30.0;2588;77640.0;5.873261205564142
Grenoble;Appartement;9,9;470.0;5640.0;47.0;2588;121636.0;4.636785162287481
Grenoble;Appartement;9,0;550.0;6600.0;64.0;2588;165632.0;3.9847372488408035
Grenoble;Appartement;8,2;725.0;8700.0;103.0;2588;266564.0;3.263756546270314
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;9,4;521.0;6252.0;63.0;2588;163044.0;3.834547729447266
Grenoble;Appartement;9,8;550.0;6600.0;59.0;2588;152692.0;4.322426846200194
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;11,1;463.0;5556.0;43.0;2588;111284.0;4.992631465439776
Grenoble;Appartement;9,5;565.0;6780.0;61.0;2588;157868.0;4.294727240479388
Grenoble;Appartement;8,4;680.0;8160.0;81.0;2588;209628.0;3.8926097658709713
Grenoble;Appartement;10,4;535.0;6420.0;56.0;2588;144928.0;4.429785824685361
Grenoble;Appartement;9,8;558.0;6696.0;60.0;2588;155280.0;4.312210200927357
Grenoble;Appartement;9,3;610.0;7320.0;66.0;2588;170808.0;4.285513559083884
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;10,9;525.0;6300.0;50.0;2588;129400.0;4.868624420401855
Grenoble;Appartement;9,2;631.0;7572.0;69.0;2588;178572.0;4.2403064310194205
Grenoble;Appartement;8,5;714.0;8568.0;86.0;2588;222568.0;3.8496100068293737
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;9,3;606.0;7272.0;65.0;2588;168220.0;4.32291047437879
Grenoble;Appartement;10,1;649.0;7788.0;65.0;2588;168220.0;4.629651646653192
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;11,7;570.0;6840.0;49.0;2588;126812.0;5.393811311232375
Grenoble;Appartement;9,7;676.0;8112.0;70.0;2588;181160.0;4.4778096710090525
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;10,1;650.0;7800.0;67.0;2588;173396.0;4.498373664905765
Grenoble;Appartement;11,0;706.0;8472.0;67.0;2588;173396.0;4.885925857574569
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;12,7;525.0;6300.0;44.0;2588;113872.0;5.532527750456653
Grenoble;Appartement;10,5;730.0;8760.0;69.0;2588;178572.0;4.905584302130233
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;11,0;706.0;8472.0;66.0;2588;170808.0;4.95995503723479
Grenoble;Appartement;10,6;707.0;8484.0;67.0;2588;173396.0;4.892846432443656
Grenoble;Appartement;9,5;526.0;6312.0;61.0;2588;157868.0;3.998277041579041
Grenoble;Appartement;12,1;380.0;4560.0;30.0;2588;77640.0;5.873261205564142
Grenoble;Appartement;9,9;470.0;5640.0;47.0;2588;121636.0;4.636785162287481
Grenoble;Appartement;9,0;550.0;6600.0;64.0;2588;165632.0;3.9847372488408035
Grenoble;Appartement;8,2;725.0;8700.0;103.0;2588;266564.0;3.263756546270314
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;9,4;521.0;6252.0;63.0;2588;163044.0;3.834547729447266
Grenoble;Appartement;9,8;550.0;6600.0;59.0;2588;152692.0;4.322426846200194
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;11,1;463.0;5556.0;43.0;2588;111284.0;4.992631465439776
Grenoble;Appartement;9,5;565.0;6780.0;61.0;2588;157868.0;4.294727240479388
Grenoble;Appartement;8,4;680.0;8160.0;81.0;2588;209628.0;3.8926097658709713
Grenoble;Appartement;10,4;535.0;6420.0;56.0;2588;144928.0;4.429785824685361
Grenoble;Appartement;9,8;558.0;6696.0;60.0;2588;155280.0;4.312210200927357
Grenoble;Appartement;9,3;610.0;7320.0;66.0;2588;170808.0;4.285513559083884
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;10,9;525.0;6300.0;50.0;2588;129400.0;4.868624420401855
Grenoble;Appartement;9,2;631.0;7572.0;69.0;2588;178572.0;4.2403064310194205
Grenoble;Appartement;8,5;714.0;8568.0;86.0;2588;222568.0;3.8496100068293737
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;9,3;606.0;7272.0;65.0;2588;168220.0;4.32291047437879
Grenoble;Appartement;10,6;677.0;8124.0;66.0;2588;170808.0;4.756217507376704
Grenoble;Appartement;;;;50.0;2588;129400.0;
Grenoble;Appartement;12,1;550.0;6600.0;46.0;2588;119048.0;5.5439822592567705
Grenoble;Appartement;10,0;700.0;8400.0;69.0;2588;178572.0;4.703984947248169
Grenoble;Appartement;9,6;850.0;10200.0;88.0;2588;227744.0;4.478712940845862
Grenoble;Appartement;11,0;640.0;7680.0;64.0;2588;165632.0;4.636785162287481
Grenoble;Appartement;10,3;685.0;8220.0;67.0;2588;173396.0;4.740593785323767
Lille;Appartement;12,5;596.0;7152.0;52.0;3408;177216.0;4.035752979414951
Lille;Appartement;16,5;447.0;5364.0;28.0;3408;95424.0;5.621227364185111
Lille;Appartement;13,1;560.0;6720.0;44.0;3408;149952.0;4.481434058898848
Lille;Appartement;11,0;700.0;8400.0;65.0;3408;221520.0;3.791982665222102
Lille;Appartement;9,9;820.0;9840.0;90.0;3408;306720.0;3.2081377151799684
Lille;Appartement;16,5;447.0;5364.0;28.0;3408;95424.0;5.621227364185111
Lille;Appartement;13,1;560.0;6720.0;44.0;3408;149952.0;4.481434058898848
Lille;Appartement;11,0;700.0;8400.0;65.0;3408;221520.0;3.791982665222102
Lille;Appartement;9,9;820.0;9840.0;90.0;3408;306720.0;3.2081377151799684
Lille;Appartement;13,0;600.0;7200.0;51.0;3408;173808.0;4.142502071251036
Lille;Appartement;17,1;454.0;5448.0;28.0;3408;95424.0;5.709255533199195
Lille;Appartement;13,3;573.0;6876.0;44.0;3408;149952.0;4.585467349551857
Lille;Appartement;11,4;730.0;8760.0;65.0;3408;221520.0;3.954496208017335
Lille;Appartement;10,7;888.0;10656.0;88.0;3408;299904.0;3.5531370038412295
Lille;Appartement;12,2;591.0;7092.0;53.0;3408;180624.0;3.9263885197980333
Lille;Appartement;16,1;440.0;5280.0;28.0;3408;95424.0;5.533199195171027
Lille;Appartement;12,9;555.0;6660.0;44.0;3408;149952.0;4.441421254801536
Lille;Appartement;10,8;691.0;8292.0;66.0;3408;224928.0;3.686513017498933
Lille;Appartement;9,3;800.0;9600.0;91.0;3408;310128.0;3.0954960532425324
Lille;Appartement;13,0;600.0;7200.0;51.0;3408;173808.0;4.142502071251036
Lille;Appartement;17,1;454.0;5448.0;28.0;3408;95424.0;5.709255533199195
Lille;Appartement;13,3;573.0;6876.0;44.0;3408;149952.0;4.585467349551857
Lille;Appartement;11,4;730.0;8760.0;65.0;3408;221520.0;3.954496208017335
Lille;Appartement;10,7;888.0;10656.0;88.0;3408;299904.0;3.5531370038412295
Lille;Appartement;12,2;591.0;7092.0;53.0;3408;180624.0;3.9263885197980333
Lille;Appartement;16,1;440.0;5280.0;28.0;3408;95424.0;5.533199195171027
Lille;Appartement;12,9;555.0;6660.0;44.0;3408;149952.0;4.441421254801536
Lille;Appartement;10,8;691.0;8292.0;66.0;3408;224928.0;3.686513017498933
Lille;Appartement;9,3;800.0;9600.0;91.0;3408;310128.0;3.0954960532425324
Lille;Appartement;13,0;550.0;6600.0;48.0;3408;163584.0;4.03462441314554
Lille;Appartement;13,8;575.0;6900.0;47.0;3408;160176.0;4.307761462391369
Lille;Appartement;12,6;549.0;6588.0;49.0;3408;166992.0;3.945099166427134
Lille;Appartement;11,3;607.0;7284.0;58.0;3408;197664.0;3.6850412821758134
Lille;Appartement;12,0;620.0;7440.0;57.0;3408;194256.0;3.8299975290338524
Lille;Appartement;11,0;600.0;7200.0;59.0;3408;201072.0;3.5808068751492006
Lille;Appartement;12,5;572.0;6864.0;52.0;3408;177216.0;3.873239436619718
Lille;Appartement;13,5;600.0;7200.0;50.0;3408;170400.0;4.225352112676056
Lille;Appartement;12,1;560.0;6720.0;53.0;3408;180624.0;3.720435822482062
Lille;Appartement;13,3;635.0;7620.0;53.0;3408;180624.0;4.218708477278767
Lille;Appartement;13,8;636.0;7632.0;52.0;3408;177216.0;4.306608884073673
Lille;Appartement;13,2;631.0;7572.0;53.0;3408;180624.0;4.1921339356896095
Lille;Appartement;12,0;630.0;7560.0;57.0;3408;194256.0;3.8917716827279465
Lille;Appartement;12,1;630.0;7560.0;56.0;3408;190848.0;3.961267605633803
Lille;Appartement;11,8;632.0;7584.0;57.0;3408;194256.0;3.9041265134667658
Lille;Appartement;13,0;550.0;6600.0;48.0;3408;163584.0;4.03462441314554
Lille;Appartement;13,8;575.0;6900.0;47.0;3408;160176.0;4.307761462391369
Lille;Appartement;12,6;549.0;6588.0;49.0;3408;166992.0;3.945099166427134
Lille;Appartement;11,3;607.0;7284.0;58.0;3408;197664.0;3.6850412821758134
Lille;Appartement;12,0;620.0;7440.0;57.0;3408;194256.0;3.8299975290338524
Lille;Appartement;11,0;600.0;7200.0;59.0;3408;201072.0;3.5808068751492006
Lille;Appartement;12,5;572.0;6864.0;52.0;3408;177216.0;3.873239436619718
Lille;Appartement;13,5;600.0;7200.0;50.0;3408;170400.0;4.225352112676056
Lille;Appartement;12,1;560.0;6720.0;53.0;3408;180624.0;3.720435822482062
Lille;Appartement;13,3;635.0;7620.0;53.0;3408;180624.0;4.218708477278767
Lille;Appartement;13,8;636.0;7632.0;52.0;3408;177216.0;4.306608884073673
Lille;Appartement;13,2;631.0;7572.0;53.0;3408;180624.0;4.1921339356896095
Lille;Appartement;12,0;630.0;7560.0;57.0;3408;194256.0;3.8917716827279465
Lille;Appartement;12,1;630.0;7560.0;56.0;3408;190848.0;3.961267605633803
Lille;Appartement;11,8;632.0;7584.0;57.0;3408;194256.0;3.9041265134667658
Lille;Appartement;15,0;645.0;7740.0;50.0;3408;170400.0;4.542253521126761
Lille;Appartement;18,7;490.0;5880.0;27.0;3408;92016.0;6.39019300991132
Lille;Appartement;14,9;632.0;7584.0;44.0;3408;149952.0;5.057618437900127
Lille;Appartement;13,3;876.0;10512.0;67.0;3408;228336.0;4.6037418541097335
Lille;Appartement;12,3;1196.0;14352.0;97.0;3408;330576.0;4.341512995498766
Lille;Appartement;18,7;490.0;5880.0;27.0;3408;92016.0;6.39019300991132
Lille;Appartement;14,9;632.0;7584.0;44.0;3408;149952.0;5.057618437900127
Lille;Appartement;13,3;876.0;10512.0;67.0;3408;228336.0;4.6037418541097335
Lille;Appartement;12,3;1196.0;14352.0;97.0;3408;330576.0;4.341512995498766
Lille;Appartement;15,3;640.0;7680.0;49.0;3408;166992.0;4.599022707674619
Lille;Appartement;18,9;495.0;5940.0;26.0;3408;88608.0;6.703683640303358
Lille;Appartement;15,1;641.0;7692.0;44.0;3408;149952.0;5.129641485275288
Lille;Appartement;13,8;920.0;11040.0;67.0;3408;228336.0;4.834980029430313
Lille;Appartement;12,3;1150.0;13800.0;95.0;3408;323760.0;4.262416604892513
Lille;Appartement;14,7;650.0;7800.0;51.0;3408;173808.0;4.487710577188622
Lille;Appartement;18,1;481.0;5772.0;27.0;3408;92016.0;6.27282211789254
Lille;Appartement;14,6;630.0;7560.0;44.0;3408;149952.0;5.041613316261204
Lille;Appartement;12,7;850.0;10200.0;67.0;3408;228336.0;4.467101114147572
Lille;Appartement;12,1;1200.0;14400.0;99.0;3408;337392.0;4.2680324370465215
Lille;Appartement;15,3;640.0;7680.0;49.0;3408;166992.0;4.599022707674619
Lille;Appartement;18,9;495.0;5940.0;26.0;3408;88608.0;6.703683640303358
Lille;Appartement;15,1;641.0;7692.0;44.0;3408;149952.0;5.129641485275288
Lille;Appartement;13,8;920.0;11040.0;67.0;3408;228336.0;4.834980029430313
Lille;Appartement;12,3;1150.0;13800.0;95.0;3408;323760.0;4.262416604892513
Lille;Appartement;14,7;650.0;7800.0;51.0;3408;173808.0;4.487710577188622
Lille;Appartement;18,1;481.0;5772.0;27.0;3408;92016.0;6.27282211789254
Lille;Appartement;14,6;630.0;7560.0;44.0;3408;149952.0;5.041613316261204
Lille;Appartement;12,7;850.0;10200.0;67.0;3408;228336.0;4.467101114147572
Lille;Appartement;12,1;1200.0;14400.0;99.0;3408;337392.0;4.2680324370465215
Lille;Appartement;15,3;630.0;7560.0;48.0;3408;163584.0;4.621478873239437
Lille;Appartement;16,3;605.0;7260.0;45.0;3408;153360.0;4.7339593114241
Lille;Appartement;14,7;646.0;7752.0;51.0;3408;173808.0;4.460093896713615
Lille;Appartement;13,7;632.0;7584.0;55.0;3408;187440.0;4.046094750320103
Lille;Appartement;14,2;750.0;9000.0;59.0;3408;201072.0;4.4760085939365
Lille;Appartement;13,3;630.0;7560.0;51.0;3408;173808.0;4.3496271748135875
Lille;Appartement;15,3;628.0;7536.0;49.0;3408;166992.0;4.51279103190572
Lille;Appartement;15,3;640.0;7680.0;48.0;3408;163584.0;4.694835680751173
Lille;Appartement;15,2;610.0;7320.0;50.0;3408;170400.0;4.295774647887324
Lille;Appartement;14,9;653.0;7836.0;50.0;3408;170400.0;4.598591549295775
Lille;Appartement;15,0;660.0;7920.0;51.0;3408;173808.0;4.556752278376139
Lille;Appartement;14,7;651.0;7812.0;50.0;3408;170400.0;4.584507042253521
Lille;Appartement;14,5;690.0;8280.0;54.0;3408;184032.0;4.499217527386541
Lille;Appartement;15,1;690.0;8280.0;56.0;3408;190848.0;4.3385311871227366
Lille;Appartement;14,3;681.0;8172.0;53.0;3408;180624.0;4.52431570555408
Lille;Appartement;15,3;630.0;7560.0;48.0;3408;163584.0;4.621478873239437
Lille;Appartement;16,3;605.0;7260.0;45.0;3408;153360.0;4.7339593114241
Lille;Appartement;14,7;646.0;7752.0;51.0;3408;173808.0;4.460093896713615
Lille;Appartement;13,7;632.0;7584.0;55.0;3408;187440.0;4.046094750320103
Lille;Appartement;14,2;750.0;9000.0;59.0;3408;201072.0;4.4760085939365
Lille;Appartement;13,3;630.0;7560.0;51.0;3408;173808.0;4.3496271748135875
Lille;Appartement;15,3;628.0;7536.0;49.0;3408;166992.0;4.51279103190572
Lille;Appartement;15,3;640.0;7680.0;48.0;3408;163584.0;4.694835680751173
Lille;Appartement;15,2;610.0;7320.0;50.0;3408;170400.0;4.295774647887324
Lille;Appartement;14,9;653.0;7836.0;50.0;3408;170400.0;4.598591549295775
Lille;Appartement;15,0;660.0;7920.0;51.0;3408;173808.0;4.556752278376139
Lille;Appartement;14,7;651.0;7812.0;50.0;3408;170400.0;4.584507042253521
Lille;Appartement;14,5;690.0;8280.0;54.0;3408;184032.0;4.499217527386541
Lille;Appartement;15,1;690.0;8280.0;56.0;3408;190848.0;4.3385311871227366
