Ville;Type_bien;loyer_median;loyer_mensuel_median;loyer_annuel;surface_moyenne;prix_m2_appartement;prix_achat_calc;rendement_%
Bordeaux;Appartement;10,7;970.0;11640.0;94.0;4511;424034.0;2.745062895899857
Bordeaux;Appartement;12,3;634.0;7608.0;55.0;4511;248105.0;3.066443642812519
Bordeaux;Appartement;14,1;450.0;5400.0;30.0;4511;135330.0;3.990246065174019
Bordeaux;Appartement;12,9;566.0;6792.0;44.0;4511;198484.0;3.421938292255295
Bordeaux;Appartement;11,4;733.0;8796.0;65.0;4511;293215.0;2.999846528997493
Bordeaux;Appartement;10,6;904.0;10848.0;87.0;4511;392457.0;2.7641244773312748
Bordeaux;Appartement;12,4;635.0;7620.0;55.0;4511;248105.0;3.0712803047096995
Bordeaux;Appartement;14,2;455.0;5460.0;30.0;4511;135330.0;4.034582132564841
Bordeaux;Appartement;13,0;571.0;6852.0;44.0;4511;198484.0;3.4521674291126745
Bordeaux;Appartement;11,4;737.0;8844.0;65.0;4511;293215.0;3.016216769264874
Bordeaux;Appartement;10,7;912.0;10944.0;88.0;4511;396968.0;2.7568972813929586
Bordeaux;Appartement;12,2;631.0;7572.0;55.0;4511;248105.0;3.051933657120977
Bordeaux;Appartement;14,0;449.0;5388.0;30.0;4511;135330.0;3.9813788516958546
Bordeaux;Appartement;12,9;563.0;6756.0;44.0;4511;198484.0;3.4038008101408677
Bordeaux;Appartement;11,4;731.0;8772.0;65.0;4511;293215.0;2.991661408863803
Bordeaux;Appartement;10,6;899.0;10788.0;87.0;4511;392457.0;2.748836178230991
Bordeaux;Appartement;14,3;630.0;7560.0;52.0;4511;234572.0;3.222891052640554
Bordeaux;Appartement;18,1;482.0;5784.0;28.0;4511;126308.0;4.57928238908066
Bordeaux;Appartement;14,6;620.0;7440.0;44.0;4511;198484.0;3.7484129703149875
Bordeaux;Appartement;12,1;800.0;9600.0;69.0;4511;311259.0;3.0842481663180825
Bordeaux;Appartement;11,1;1074.0;12888.0;103.0;4511;464633.0;2.7738021190918425
Bordeaux;Appartement;15,6;650.0;7800.0;48.0;4511;216528.0;3.602305475504323
Bordeaux;Appartement;19,4;494.0;5928.0;28.0;4511;126308.0;4.693289419514203
Bordeaux;Appartement;15,4;667.0;8004.0;43.0;4511;193973.0;4.126347481350497
Bordeaux;Appartement;13,4;865.0;10380.0;67.0;4511;302237.0;3.434390891915947
Bordeaux;Appartement;12,8;1200.0;14400.0;107.0;4511;482677.0;2.9833615440553416
Bordeaux;Appartement;13,5;620.0;7440.0;53.0;4511;239083.0;3.111890013091688
Bordeaux;Appartement;17,6;478.0;5736.0;29.0;4511;130819.0;4.384684181961336
Bordeaux;Appartement;13,8;600.0;7200.0;45.0;4511;202995.0;3.5468853912657945
Bordeaux;Appartement;11,6;783.0;9396.0;70.0;4511;315770.0;2.9755834943154826
Bordeaux;Appartement;10,4;975.0;11700.0;101.0;4511;455611.0;2.5679801409535763
Bordeaux;Appartement;11,8;660.0;7920.0;59.0;4511;266149.0;2.975776726570455
Bordeaux;Appartement;16,0;450.0;5400.0;30.0;4511;135330.0;3.990246065174019
Bordeaux;Appartement;12,9;580.0;6960.0;44.0;4511;198484.0;3.506579875455956
Bordeaux;Appartement;11,0;700.0;8400.0;63.0;4511;284193.0;2.955737826054829
Bordeaux;Appartement;10,0;796.0;9552.0;82.0;4511;369902.0;2.5823055836410727
Bordeaux;Appartement;13,1;672.0;8064.0;55.0;4511;248105.0;3.2502367949053825
Bordeaux;Appartement;17,4;500.0;6000.0;29.0;4511;130819.0;4.586489730085079
Bordeaux;Appartement;13,8;630.0;7560.0;42.0;4511;189462.0;3.990246065174019
Bordeaux;Appartement;12,3;787.0;9444.0;64.0;4511;288704.0;3.2711704721791177
Bordeaux;Appartement;10,9;850.0;10200.0;83.0;4511;374413.0;2.7242643818457157
Bordeaux;Appartement;11,2;656.0;7872.0;60.0;4511;270660.0;2.908446020837952
Bordeaux;Appartement;14,9;435.0;5220.0;30.0;4511;135330.0;3.8572378630015516
Bordeaux;Appartement;12,3;575.0;6900.0;46.0;4511;207506.0;3.3252050543116827
Bordeaux;Appartement;10,7;690.0;8280.0;63.0;4511;284193.0;2.9135129999683316
Bordeaux;Appartement;9,7;739.0;8868.0;81.0;4511;365391.0;2.4269891705050206
Bordeaux;Appartement;13,7;575.0;6900.0;46.0;4511;207506.0;3.3252050543116827
Bordeaux;Appartement;17,6;450.0;5400.0;26.0;4511;117286.0;4.604130075200792
Bordeaux;Appartement;13,1;593.0;7116.0;46.0;4511;207506.0;3.429298429924918
Bordeaux;Appartement;10,8;719.0;8628.0;67.0;4511;302237.0;2.8547133540896716
Bordeaux;Appartement;10,8;949.0;11388.0;90.0;4511;405990.0;2.8049951969260327
Bordeaux;Appartement;14,7;585.0;7020.0;44.0;4511;198484.0;3.5368090123133347
Bordeaux;Appartement;18,1;471.0;5652.0;27.0;4511;121797.0;4.640508386906082
Bordeaux;Appartement;13,6;609.0;7308.0;46.0;4511;207506.0;3.52182587491446
Bordeaux;Appartement;12,1;736.0;8832.0;64.0;4511;288704.0;3.0591886499667478
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;13,3;573.0;6876.0;47.0;4511;212017.0;3.2431361636095217
Bordeaux;Appartement;17,3;450.0;5400.0;26.0;4511;117286.0;4.604130075200792
Bordeaux;Appartement;12,5;590.0;7080.0;46.0;4511;207506.0;3.411949533989379
Bordeaux;Appartement;10,6;700.0;8400.0;68.0;4511;306748.0;2.7384041623743265
Bordeaux;Appartement;10,5;931.0;11172.0;90.0;4511;405990.0;2.7517919160570457
Bordeaux;Appartement;13,4;610.0;7320.0;50.0;4511;225550.0;3.245400133008202
Bordeaux;Appartement;19,1;460.0;5520.0;26.0;4511;117286.0;4.70644407687192
Bordeaux;Appartement;13,3;600.0;7200.0;45.0;4511;202995.0;3.5468853912657945
Bordeaux;Appartement;11,8;767.0;9204.0;67.0;4511;302237.0;3.0452922706352963
Bordeaux;Appartement;10,8;1000.0;12000.0;96.0;4511;433056.0;2.7710042119264022
Bordeaux;Appartement;14,6;600.0;7200.0;47.0;4511;212017.0;3.395954098020442
Bordeaux;Appartement;18,8;470.0;5640.0;27.0;4511;121797.0;4.630655927485899
Bordeaux;Appartement;13,9;600.0;7200.0;45.0;4511;202995.0;3.5468853912657945
Bordeaux;Appartement;12,1;771.0;9252.0;66.0;4511;297726.0;3.107555268938554
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;13,1;620.0;7440.0;51.0;4511;230061.0;3.2339249155658716
Bordeaux;Appartement;19,3;449.0;5388.0;25.0;4511;112775.0;4.777654622035025
Bordeaux;Appartement;13,2;601.0;7212.0;45.0;4511;202995.0;3.5527968669179044
Bordeaux;Appartement;11,8;762.0;9144.0;67.0;4511;302237.0;3.0254403001617933
Bordeaux;Appartement;10,7;970.0;11640.0;94.0;4511;424034.0;2.745062895899857
Bordeaux;Appartement;12,3;634.0;7608.0;55.0;4511;248105.0;3.066443642812519
Bordeaux;Appartement;14,1;450.0;5400.0;30.0;4511;135330.0;3.990246065174019
Bordeaux;Appartement;12,9;566.0;6792.0;44.0;4511;198484.0;3.421938292255295
Bordeaux;Appartement;11,4;733.0;8796.0;65.0;4511;293215.0;2.999846528997493
Bordeaux;Appartement;10,6;904.0;10848.0;87.0;4511;392457.0;2.7641244773312748
Bordeaux;Appartement;12,4;635.0;7620.0;55.0;4511;248105.0;3.0712803047096995
Bordeaux;Appartement;14,2;455.0;5460.0;30.0;4511;135330.0;4.034582132564841
Bordeaux;Appartement;13,0;571.0;6852.0;44.0;4511;198484.0;3.4521674291126745
Bordeaux;Appartement;11,4;737.0;8844.0;65.0;4511;293215.0;3.016216769264874
Bordeaux;Appartement;10,7;912.0;10944.0;88.0;4511;396968.0;2.7568972813929586
Bordeaux;Appartement;12,2;631.0;7572.0;55.0;4511;248105.0;3.051933657120977
Bordeaux;Appartement;14,0;449.0;5388.0;30.0;4511;135330.0;3.9813788516958546
Bordeaux;Appartement;12,9;563.0;6756.0;44.0;4511;198484.0;3.4038008101408677
Bordeaux;Appartement;11,4;731.0;8772.0;65.0;4511;293215.0;2.991661408863803
Bordeaux;Appartement;10,6;899.0;10788.0;87.0;4511;392457.0;2.748836178230991
Bordeaux;Appartement;15,0;640.0;7680.0;51.0;4511;230061.0;3.3382450741325127
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;16,0;645.0;7740.0;47.0;4511;212017.0;3.650650655371975
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;14,5;640.0;7680.0;53.0;4511;239083.0;3.2122735619010974
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;16,0;645.0;7740.0;47.0;4511;212017.0;3.650650655371975
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;14,5;640.0;7680.0;53.0;4511;239083.0;3.2122735619010974
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;14,1;610.0;7320.0;48.0;4511;216528.0;3.3806251385502106
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;15,0;625.0;7500.0;47.0;4511;212017.0;3.53745218543796
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;13,5;600.0;7200.0;49.0;4511;221039.0;3.257343726672669
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;15,0;625.0;7500.0;47.0;4511;212017.0;3.53745218543796
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;13,5;600.0;7200.0;49.0;4511;221039.0;3.257343726672669
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
Bordeaux;Appartement;;;;50.0;4511;225550.0;
