Observatory;Data_year;agglomeration;Zone_calcul;Zone_complementaire;Type_habitat;epoque_construction_local;epoque_construction_homogene;anciennete_locataire_local;anciennete_locataire_homogene;nombre_pieces_local;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3300;2024;L3300;;;;;;;1. Moins de 1 an;;Ensemble 1P;13,4;15,3;18,5;21,5;23,6;17,9;400;434;480;543;620;495;28;1005;;Estimation directe
B3300;2024;L3300;;;;;;;1. Moins de 1 an;;Ensemble 2P;11,7;12,6;13,7;15,5;17,9;14,1;513;554;600;680;792;626;45;2917;;Estimation directe
B3300;2024;L3300;;;;;;;1. Moins de 1 an;;Ensemble 3P;10,2;11,0;11,8;13,4;15,6;12,2;650;701;762;872;1035;807;66;2095;;Estimation directe
B3300;2024;L3300;;;;;;;2. 1 an et plus;;;9,1;10,6;12,2;14,4;17,7;11,9;447;540;660;825;1060;719;61;17220;;Estimation directe
B3300;2024;L3300;;;;;;;2. 1 an et plus;;Ensemble 4P+;7,6;9,1;10,6;12,2;13,8;10,6;677;818;975;1200;1463;1028;97;2223;;Estimation directe
B3300;2024;L3300;;;;;;;2. 1 an et plus;;Ensemble 1P;12,5;14,2;16,9;20,4;23,1;16,7;363;405;452;508;570;464;28;1926;;Estimation directe
B3300;2024;L3300;;;;;;;2. 1 an et plus;;Ensemble 2P;10,5;11,8;13,0;14,7;16,8;13,1;480;533;583;640;701;591;45;7168;;Estimation directe
B3300;2024;L3300;;;;;;;2. 1 an et plus;;Ensemble 3P;8,9;10,3;11,4;12,4;14,3;11,3;600;680;746;826;946;763;68;5903;;Estimation directe
B3300;2024;L3300;;;;;;1. Moins de 1 an;;;;10,5;11,7;13,4;16,2;20,1;13,3;460;548;662;830;1126;737;56;6761;;Estimation directe
B3300;2024;L3300;;;;;;1. Moins de 1 an;;Ensemble 4P+;;9,2;10,4;11,5;13,3;15,3;11,9;819;908;1100;1350;1639;1193;100;744;;Estimation directe
B3300;2024;L3300;;;;;;1. Moins de 1 an;;Ensemble 1P;;13,4;15,3;18,5;21,5;23,6;17,9;400;434;480;543;620;495;28;1005;;Estimation directe
B3300;2024;L3300;;;;;;1. Moins de 1 an;;Ensemble 2P;;11,7;12,6;13,7;15,5;17,9;14,1;513;554;600;680;792;626;45;2917;;Estimation directe
B3300;2024;L3300;;;;;;1. Moins de 1 an;;Ensemble 3P;;10,2;11,0;11,8;13,4;15,6;12,2;650;701;762;872;1035;807;66;2095;;Estimation directe
B3300;2024;L3300;;;;;;2. 1 an et plus;;;;9,1;10,6;12,2;14,4;17,7;11,9;447;540;660;825;1060;719;61;17220;;Estimation directe
B3300;2024;L3300;;;;;;2. 1 an et plus;;Ensemble 4P+;;7,6;9,1;10,6;12,2;13,8;10,6;677;818;975;1200;1463;1028;97;2223;;Estimation directe
B3300;2024;L3300;;;;;;2. 1 an et plus;;Ensemble 1P;;12,5;14,2;16,9;20,4;23,1;16,7;363;405;452;508;570;464;28;1926;;Estimation directe
B3300;2024;L3300;;;;;;2. 1 an et plus;;Ensemble 2P;;10,5;11,8;13,0;14,7;16,8;13,1;480;533;583;640;701;591;45;7168;;Estimation directe
B3300;2024;L3300;;;;;;2. 1 an et plus;;Ensemble 3P;;8,9;10,3;11,4;12,4;14,3;11,3;600;680;746;826;946;763;68;5903;;Estimation directe
B3300;2024;L3300;;;;;1. Avant 1946;;;;;9,0;11,0;13,6;16,7;20,0;12,7;440;533;673;870;1200;752;59;3844;26745;Estimation directe
B3300;2024;L3300;;;;;1. Avant 1946;;;;Ensemble 4P+;7,1;9,1;10,9;13,0;14,9;11,0;641;800;1090;1428;1688;1143;104;596;4935;Estimation directe
B3300;2024;L3300;;;;;1. Avant 1946;;;;Appart 1P;12,3;15,1;18,1;21,4;23,8;17,5;379;425;482;550;630;495;28;771;5754;Estimation directe
B3300;2024;L3300;;;;;1. Avant 1946;;;;Appart 2P;10,4;12,0;14,6;16,6;19,2;14,2;454;540;620;700;802;628;44;1306;8936;Estimation directe
B3300;2024;L3300;;;;;1. Avant 1946;;;;Appart 3P;8,8;10,3;12,1;13,9;16,3;12,1;580;695;800;950;1163;837;69;869;4856;Estimation directe
B3300;2024;L3300;;;;;1. Avant 1946;;;;Appart 4P+;6,3;9,1;11,1;13,3;14,9;11,1;640;779;1074;1429;1711;1139;103;305;2341;Estimation directe
B3300;2024;L3300;;;;;1. Avant 1946;;;;Ensemble 1P;12,3;15,1;18,1;21,3;23,8;17,5;379;425;485;550;636;498;29;776;5867;Estimation directe
B3300;2024;L3300;;;;;1. Avant 1946;;;;Ensemble 2P;10,3;12,0;14,6;16,6;19,0;14,1;459;543;624;700;800;632;45;1388;9603;Estimation directe
B3300;2024;L3300;;;;;1. Avant 1946;;;;Ensemble 3P;8,3;10,1;12,0;14,0;16,7;11,9;568;693;801;940;1128;830;70;1084;6340;Estimation directe
B3300;2024;L3300;;;;;1. Avant 1946;;1. Moins de 1 an;;;11,0;13,1;15,2;18,5;21,6;14,5;450;536;680;886;1250;771;53;1111;;Estimation directe
B3300;2024;L3300;;;;;1. Avant 1946;;2. 1 an et plus;;;8,3;10,4;12,7;16,0;19,1;12,1;432;531;668;861;1145;744;61;2733;;Estimation directe
B3300;2024;L3300;;;;;2. Entre 1946-1970;;;;;8,3;10,0;11,8;13,8;16,9;11,5;447;562;699;850;1097;745;65;1235;17801;Estimation directe
B3300;2024;L3300;;;;;2. Entre 1946-1970;;;;Ensemble 4P+;7,5;8,9;10,6;12,1;13,8;10,7;652;727;850;1087;1331;941;88;387;5323;Estimation directe
B3300;2024;L3300;;;;;2. Entre 1946-1970;;;;Appart 1P;12,0;13,6;16,0;20,0;21,4;15,9;365;413;450;530;594;470;30;165;2787;Estimation directe
B3300;2024;L3300;;;;;2. Entre 1946-1970;;;;Appart 2P;10,7;11,5;12,9;14,9;17,5;13,2;436;520;580;660;730;588;44;245;4031;Estimation directe
B3300;2024;L3300;;;;;2. Entre 1946-1970;;;;Appart 3P;8,7;9,7;11,0;12,6;14,7;11,3;532;600;700;800;910;719;63;373;3685;Estimation directe
B3300;2024;L3300;;;;;2. Entre 1946-1970;;;;Appart 4P+;7,7;8,8;10,0;11,5;13,0;10,1;637;680;796;900;1105;827;82;245;2493;Estimation directe
B3300;2024;L3300;;;;;2. Entre 1946-1970;;;;Ensemble 1P;12,0;13,6;16,0;20,0;21,4;15,9;365;413;450;530;594;470;30;165;2903;Estimation directe
B3300;2024;L3300;;;;;2. Entre 1946-1970;;;;Ensemble 2P;10,2;11,5;12,9;14,9;18,9;13,3;435;520;588;660;720;592;45;259;4573;Estimation directe
B3300;2024;L3300;;;;;2. Entre 1946-1970;;;;Ensemble 3P;8,3;9,7;11,0;12,8;15,4;11,3;532;613;710;830;979;735;65;424;5002;Estimation directe
B3300;2024;L3300;;;;;2. Entre 1946-1970;;1. Moins de 1 an;;;9,8;11,5;13,1;15,7;20,7;13,2;477;580;737;935;1200;802;61;365;;Estimation directe
B3300;2024;L3300;;;;;2. Entre 1946-1970;;2. 1 an et plus;;;8,0;9,6;11,1;13,1;15,5;10,9;439;560;687;810;1040;724;66;870;;Estimation directe
B3300;2024;L3300;;;;;3. Entre 1971-1990;;;;;9,4;10,8;13,0;16,3;20,2;12,4;415;485;603;764;1015;673;54;2745;28527;Estimation directe
B3300;2024;L3300;;;;;3. Entre 1971-1990;;;;Ensemble 4P+;8,0;9,0;10,7;12,2;13,9;10,7;700;835;1000;1238;1465;1058;99;366;6440;Estimation directe
B3300;2024;L3300;;;;;3. Entre 1971-1990;;;;Appart 1P;13,2;15,2;17,6;20,7;23,4;17,5;365;409;450;500;556;460;26;837;7378;Estimation directe
B3300;2024;L3300;;;;;3. Entre 1971-1990;;;;Appart 2P;10,2;11,6;13,1;15,1;16,9;13,0;490;545;593;650;715;600;46;962;7929;Estimation directe
B3300;2024;L3300;;;;;3. Entre 1971-1990;;;;Appart 3P;8,8;9,8;10,8;12,2;14,1;10,8;596;650;719;793;890;725;67;530;5101;Estimation directe
B3300;2024;L3300;;;;;3. Entre 1971-1990;;;;Appart 4P+;8,5;9,4;10,8;12,1;13,8;11,0;704;811;949;1082;1408;986;90;204;2829;Estimation directe
B3300;2024;L3300;;;;;3. Entre 1971-1990;;;;Ensemble 1P;13,2;15,2;17,6;20,7;23,4;17,4;365;408;450;500;556;460;26;839;7466;Estimation directe
B3300;2024;L3300;;;;;3. Entre 1971-1990;;;;Ensemble 2P;10,1;11,6;13,0;15,1;16,7;13,0;490;548;596;653;731;605;47;969;8333;Estimation directe
B3300;2024;L3300;;;;;3. Entre 1971-1990;;;;Ensemble 3P;8,8;9,8;10,8;12,2;14,0;10,8;596;655;720;813;900;740;68;571;6287;Estimation directe
B3300;2024;L3300;;;;;3. Entre 1971-1990;;1. Moins de 1 an;;;10,6;12,1;13,9;17,0;20,9;13,5;425;500;613;769;1051;691;51;749;;Estimation directe
B3300;2024;L3300;;;;;3. Entre 1971-1990;;2. 1 an et plus;;;9,0;10,5;12,6;16,1;19,9;11,9;410;480;600;761;1000;666;56;1996;;Estimation directe
B3300;2024;L3300;;;;;4. Entre 1991-2005;;;;;9,8;11,1;12,8;15,5;19,8;12,3;446;545;657;850;1112;731;59;3088;24310;Estimation directe
B3300;2024;L3300;;;;;4. Entre 1991-2005;;;;Ensemble 4P+;8,8;9,8;10,7;12,3;13,7;10,8;817;910;1049;1245;1400;1092;101;429;4856;Estimation directe
B3300;2024;L3300;;;;;4. Entre 1991-2005;;;;Appart 1P;14,2;15,9;19,1;21,5;23,8;18,1;390;425;460;500;548;467;26;578;4538;Estimation directe
B3300;2024;L3300;;;;;4. Entre 1991-2005;;;;Appart 2P;11,1;12,2;13,3;15,1;17,0;13,5;520;567;600;650;708;611;45;1226;8371;Estimation directe
B3300;2024;L3300;;;;;4. Entre 1991-2005;;;;Appart 3P;9,6;10,6;11,8;13,1;14,2;11,7;639;707;767;842;936;781;67;781;4970;Estimation directe
B3300;2024;L3300;;;;;4. Entre 1991-2005;;;;Appart 4P+;8,3;9,8;10,8;12,5;13,9;10,7;781;900;1000;1132;1305;1030;96;195;1506;Estimation directe
B3300;2024;L3300;;;;;4. Entre 1991-2005;;;;Ensemble 1P;14,2;15,9;19,1;21,6;23,9;18,2;391;425;459;500;548;467;26;579;4592;Estimation directe
B3300;2024;L3300;;;;;4. Entre 1991-2005;;;;Ensemble 2P;10,9;12,2;13,3;15,1;17,0;13,4;518;565;600;650;705;611;45;1238;8746;Estimation directe
B3300;2024;L3300;;;;;4. Entre 1991-2005;;;;Ensemble 3P;9,5;10,6;11,8;13,0;14,2;11,6;628;707;778;847;931;779;67;842;6116;Estimation directe
B3300;2024;L3300;;;;;4. Entre 1991-2005;;1. Moins de 1 an;;;10,5;11,9;13,7;16,8;21,2;13,0;450;540;621;821;1040;708;54;832;;Estimation directe
B3300;2024;L3300;;;;;4. Entre 1991-2005;;2. 1 an et plus;;;9,6;10,8;12,5;14,8;19,3;12,1;445;546;670;868;1132;741;61;2256;;Estimation directe
B3300;2024;L3300;;;;;5. Après 2005;;;;;10,1;11,1;12,1;13,3;14,8;11,9;507;560;672;795;962;712;60;13069;40441;Estimation directe
B3300;2024;L3300;;;;;5. Après 2005;;;;Ensemble 4P+;8,9;10,0;10,8;12,1;13,8;11,1;820;877;960;1120;1379;1044;94;1189;7317;Estimation directe
B3300;2024;L3300;;;;;5. Après 2005;;;;Appart 1P;12,4;13,2;14,1;15,7;19,6;14,7;342;402;450;486;542;448;30;571;3367;Estimation directe
B3300;2024;L3300;;;;;5. Après 2005;;;;Appart 2P;11,6;12,3;12,9;13,7;14,9;13,0;503;535;566;602;650;572;44;6212;15542;Estimation directe
B3300;2024;L3300;;;;;5. Après 2005;;;;Appart 3P;10,1;10,9;11,4;12,0;13,0;11,5;654;693;733;781;840;745;65;4905;12312;Estimation directe
B3300;2024;L3300;;;;;5. Après 2005;;;;Appart 4P+;9,3;10,1;10,6;11,5;13,2;10,8;795;853;904;977;1188;944;87;869;3228;Estimation directe
B3300;2024;L3300;;;;;5. Après 2005;;;;Ensemble 1P;12,4;13,2;14,0;15,7;19,6;14,7;342;402;450;486;542;448;30;572;3404;Estimation directe
B3300;2024;L3300;;;;;5. Après 2005;;;;Ensemble 2P;11,6;12,3;12,9;13,7;14,9;13,0;504;536;566;603;650;573;44;6231;15851;Estimation directe
B3300;2024;L3300;;;;;5. Après 2005;;;;Ensemble 3P;10,1;10,8;11,4;12,0;13,2;11,5;657;695;737;790;849;751;65;5077;13868;Estimation directe
B3300;2024;L3300;;;;;5. Après 2005;;1. Moins de 1 an;;;10,4;11,3;12,3;13,5;15,2;12,3;513;560;665;782;965;722;59;3704;;Estimation directe
B3300;2024;L3300;;;;;5. Après 2005;;2. 1 an et plus;;;10,0;11,0;12,0;13,2;14,5;11,8;505;560;677;800;961;707;60;9365;;Estimation directe
B3300;2024;L3300;;;;1. Avant 1946;;;;;;9,0;11,0;13,6;16,7;20,0;12,7;440;533;673;870;1200;752;59;3844;26745;Estimation directe
B3300;2024;L3300;;;;1. Avant 1946;;;;Ensemble 4P+;;7,1;9,1;10,9;13,0;14,9;11,0;641;800;1090;1428;1688;1143;104;596;4935;Estimation directe
B3300;2024;L3300;;;;1. Avant 1946;;;;Appart 1P;;12,3;15,1;18,1;21,4;23,8;17,5;379;425;482;550;630;495;28;771;5754;Estimation directe
B3300;2024;L3300;;;;1. Avant 1946;;;;Appart 2P;;10,4;12,0;14,6;16,6;19,2;14,2;454;540;620;700;802;628;44;1306;8936;Estimation directe
B3300;2024;L3300;;;;1. Avant 1946;;;;Appart 3P;;8,8;10,3;12,1;13,9;16,3;12,1;580;695;800;950;1163;837;69;869;4856;Estimation directe
B3300;2024;L3300;;;;1. Avant 1946;;;;Appart 4P+;;6,3;9,1;11,1;13,3;14,9;11,1;640;779;1074;1429;1711;1139;103;305;2341;Estimation directe
B3300;2024;L3300;;;;1. Avant 1946;;;;Ensemble 1P;;12,3;15,1;18,1;21,3;23,8;17,5;379;425;485;550;636;498;29;776;5867;Estimation directe
B3300;2024;L3300;;;;1. Avant 1946;;;;Ensemble 2P;;10,3;12,0;14,6;16,6;19,0;14,1;459;543;624;700;800;632;45;1388;9603;Estimation directe
B3300;2024;L3300;;;;1. Avant 1946;;;;Ensemble 3P;;8,3;10,1;12,0;14,0;16,7;11,9;568;693;801;940;1128;830;70;1084;6340;Estimation directe
B3300;2024;L3300;;;;1. Avant 1946;;1. Moins de 1 an;;;;11,0;13,1;15,2;18,5;21,6;14,5;450;536;680;886;1250;771;53;1111;;Estimation directe
B3300;2024;L3300;;;;1. Avant 1946;;2. 1 an et plus;;;;8,3;10,4;12,7;16,0;19,1;12,1;432;531;668;861;1145;744;61;2733;;Estimation directe
B3300;2024;L3300;;;;2. Entre 1946-1970;;;;;;8,3;10,0;11,8;13,8;16,9;11,5;447;562;699;850;1097;745;65;1235;17801;Estimation directe
B3300;2024;L3300;;;;2. Entre 1946-1970;;;;Ensemble 4P+;;7,5;8,9;10,6;12,1;13,8;10,7;652;727;850;1087;1331;941;88;387;5323;Estimation directe
B3300;2024;L3300;;;;2. Entre 1946-1970;;;;Appart 1P;;12,0;13,6;16,0;20,0;21,4;15,9;365;413;450;530;594;470;30;165;2787;Estimation directe
B3300;2024;L3300;;;;2. Entre 1946-1970;;;;Appart 2P;;10,7;11,5;12,9;14,9;17,5;13,2;436;520;580;660;730;588;44;245;4031;Estimation directe
B3300;2024;L3300;;;;2. Entre 1946-1970;;;;Appart 3P;;8,7;9,7;11,0;12,6;14,7;11,3;532;600;700;800;910;719;63;373;3685;Estimation directe
B3300;2024;L3300;;;;2. Entre 1946-1970;;;;Appart 4P+;;7,7;8,8;10,0;11,5;13,0;10,1;637;680;796;900;1105;827;82;245;2493;Estimation directe
B3300;2024;L3300;;;;2. Entre 1946-1970;;;;Ensemble 1P;;12,0;13,6;16,0;20,0;21,4;15,9;365;413;450;530;594;470;30;165;2903;Estimation directe
B3300;2024;L3300;;;;2. Entre 1946-1970;;;;Ensemble 2P;;10,2;11,5;12,9;14,9;18,9;13,3;435;520;588;660;720;592;45;259;4573;Estimation directe
B3300;2024;L3300;;;;2. Entre 1946-1970;;;;Ensemble 3P;;8,3;9,7;11,0;12,8;15,4;11,3;532;613;710;830;979;735;65;424;5002;Estimation directe
B3300;2024;L3300;;;;2. Entre 1946-1970;;1. Moins de 1 an;;;;9,8;11,5;13,1;15,7;20,7;13,2;477;580;737;935;1200;802;61;365;;Estimation directe
B3300;2024;L3300;;;;2. Entre 1946-1970;;2. 1 an et plus;;;;8,0;9,6;11,1;13,1;15,5;10,9;439;560;687;810;1040;724;66;870;;Estimation directe
B3300;2024;L3300;;;;3. Entre 1971-1990;;;;;;9,4;10,8;13,0;16,3;20,2;12,4;415;485;603;764;1015;673;54;2745;28527;Estimation directe
B3300;2024;L3300;;;;3. Entre 1971-1990;;;;Ensemble 4P+;;8,0;9,0;10,7;12,2;13,9;10,7;700;835;1000;1238;1465;1058;99;366;6440;Estimation directe
B3300;2024;L3300;;;;3. Entre 1971-1990;;;;Appart 1P;;13,2;15,2;17,6;20,7;23,4;17,5;365;409;450;500;556;460;26;837;7378;Estimation directe
B3300;2024;L3300;;;;3. Entre 1971-1990;;;;Appart 2P;;10,2;11,6;13,1;15,1;16,9;13,0;490;545;593;650;715;600;46;962;7929;Estimation directe
B3300;2024;L3300;;;;3. Entre 1971-1990;;;;Appart 3P;;8,8;9,8;10,8;12,2;14,1;10,8;596;650;719;793;890;725;67;530;5101;Estimation directe
B3300;2024;L3300;;;;3. Entre 1971-1990;;;;Appart 4P+;;8,5;9,4;10,8;12,1;13,8;11,0;704;811;949;1082;1408;986;90;204;2829;Estimation directe
B3300;2024;L3300;;;;3. Entre 1971-1990;;;;Ensemble 1P;;13,2;15,2;17,6;20,7;23,4;17,4;365;408;450;500;556;460;26;839;7466;Estimation directe
B3300;2024;L3300;;;;3. Entre 1971-1990;;;;Ensemble 2P;;10,1;11,6;13,0;15,1;16,7;13,0;490;548;596;653;731;605;47;969;8333;Estimation directe
B3300;2024;L3300;;;;3. Entre 1971-1990;;;;Ensemble 3P;;8,8;9,8;10,8;12,2;14,0;10,8;596;655;720;813;900;740;68;571;6287;Estimation directe
B3300;2024;L3300;;;;3. Entre 1971-1990;;1. Moins de 1 an;;;;10,6;12,1;13,9;17,0;20,9;13,5;425;500;613;769;1051;691;51;749;;Estimation directe
B3300;2024;L3300;;;;3. Entre 1971-1990;;2. 1 an et plus;;;;9,0;10,5;12,6;16,1;19,9;11,9;410;480;600;761;1000;666;56;1996;;Estimation directe
B3300;2024;L3300;;;;4. Entre 1991-2005;;;;;;9,8;11,1;12,8;15,5;19,8;12,3;446;545;657;850;1112;731;59;3088;24310;Estimation directe
B3300;2024;L3300;;;;4. Entre 1991-2005;;;;Ensemble 4P+;;8,8;9,8;10,7;12,3;13,7;10,8;817;910;1049;1245;1400;1092;101;429;4856;Estimation directe
B3300;2024;L3300;;;;4. Entre 1991-2005;;;;Appart 1P;;14,2;15,9;19,1;21,5;23,8;18,1;390;425;460;500;548;467;26;578;4538;Estimation directe
B3300;2024;L3300;;;;4. Entre 1991-2005;;;;Appart 2P;;11,1;12,2;13,3;15,1;17,0;13,5;520;567;600;650;708;611;45;1226;8371;Estimation directe
B3300;2024;L3300;;;;4. Entre 1991-2005;;;;Appart 3P;;9,6;10,6;11,8;13,1;14,2;11,7;639;707;767;842;936;781;67;781;4970;Estimation directe
B3300;2024;L3300;;;;4. Entre 1991-2005;;;;Appart 4P+;;8,3;9,8;10,8;12,5;13,9;10,7;781;900;1000;1132;1305;1030;96;195;1506;Estimation directe
B3300;2024;L3300;;;;4. Entre 1991-2005;;;;Ensemble 1P;;14,2;15,9;19,1;21,6;23,9;18,2;391;425;459;500;548;467;26;579;4592;Estimation directe
B3300;2024;L3300;;;;4. Entre 1991-2005;;;;Ensemble 2P;;10,9;12,2;13,3;15,1;17,0;13,4;518;565;600;650;705;611;45;1238;8746;Estimation directe
B3300;2024;L3300;;;;4. Entre 1991-2005;;;;Ensemble 3P;;9,5;10,6;11,8;13,0;14,2;11,6;628;707;778;847;931;779;67;842;6116;Estimation directe
B3300;2024;L3300;;;;4. Entre 1991-2005;;1. Moins de 1 an;;;;10,5;11,9;13,7;16,8;21,2;13,0;450;540;621;821;1040;708;54;832;;Estimation directe
B3300;2024;L3300;;;;4. Entre 1991-2005;;2. 1 an et plus;;;;9,6;10,8;12,5;14,8;19,3;12,1;445;546;670;868;1132;741;61;2256;;Estimation directe
B3300;2024;L3300;;;;5. Après 2005;;;;;;10,1;11,1;12,1;13,3;14,8;11,9;507;560;672;795;962;712;60;13069;40441;Estimation directe
B3300;2024;L3300;;;;5. Après 2005;;;;Ensemble 4P+;;8,9;10,0;10,8;12,1;13,8;11,1;820;877;960;1120;1379;1044;94;1189;7317;Estimation directe
B3300;2024;L3300;;;;5. Après 2005;;;;Appart 1P;;12,4;13,2;14,1;15,7;19,6;14,7;342;402;450;486;542;448;30;571;3367;Estimation directe
B3300;2024;L3300;;;;5. Après 2005;;;;Appart 2P;;11,6;12,3;12,9;13,7;14,9;13,0;503;535;566;602;650;572;44;6212;15542;Estimation directe
B3300;2024;L3300;;;;5. Après 2005;;;;Appart 3P;;10,1;10,9;11,4;12,0;13,0;11,5;654;693;733;781;840;745;65;4905;12312;Estimation directe
B3300;2024;L3300;;;;5. Après 2005;;;;Appart 4P+;;9,3;10,1;10,6;11,5;13,2;10,8;795;853;904;977;1188;944;87;869;3228;Estimation directe
B3300;2024;L3300;;;;5. Après 2005;;;;Ensemble 1P;;12,4;13,2;14,0;15,7;19,6;14,7;342;402;450;486;542;448;30;572;3404;Estimation directe
B3300;2024;L3300;;;;5. Après 2005;;;;Ensemble 2P;;11,6;12,3;12,9;13,7;14,9;13,0;504;536;566;603;650;573;44;6231;15851;Estimation directe
B3300;2024;L3300;;;;5. Après 2005;;;;Ensemble 3P;;10,1;10,8;11,4;12,0;13,2;11,5;657;695;737;790;849;751;65;5077;13868;Estimation directe
B3300;2024;L3300;;;;5. Après 2005;;1. Moins de 1 an;;;;10,4;11,3;12,3;13,5;15,2;12,3;513;560;665;782;965;722;59;3704;;Estimation directe
B3300;2024;L3300;;;;5. Après 2005;;2. 1 an et plus;;;;10,0;11,0;12,0;13,2;14,5;11,8;505;560;677;800;961;707;60;9365;;Estimation directe
B3300;2024;L3300;;;Maison;;;;;;;7,9;9,7;11,3;13,1;15,4;11,2;610;751;930;1200;1450;995;89;1832;25869;Estimation directe
B3300;2024;L3300;;;Maison;;;;;;Maison 1-3P;8,1;10,2;12,0;14,5;17,2;11,8;500;650;751;865;1000;764;65;683;9394;Estimation directe
B3300;2024;L3300;;;Maison;;;;;;Maison 4P+;7,8;9,3;10,9;12,6;14,2;11,0;750;890;1071;1300;1552;1126;103;1149;16476;Estimation directe
B3300;2024;L3300;;;Maison;;;;;Maison 1-3P;;8,1;10,2;12,0;14,5;17,2;11,8;500;650;751;865;1000;764;65;683;9394;Estimation directe
B3300;2024;L3300;;;Maison;;;;;Maison 4P+;;7,8;9,3;10,9;12,6;14,2;11,0;750;890;1071;1300;1552;1126;103;1149;16476;Estimation directe
